mp_id,mp_name,state,constituency,constituency_type,house,party,allocated_amount,released_amount,expenditure_amount,utilization_pct,total_works_recommended,total_works_completed,risk_tier,deviation_pct
479,Ruchi Vira,Uttar Pradesh,MORADABAD,General,Lok Sabha,INC,147000000.0,127434631.88901281,89881467.2327202,61.14,16,8,Moderate Risk,0.0
480,Sanatan Pandey,Uttar Pradesh,BALLIA,General,Lok Sabha,JDU,180420041.4,149360564.244359,46924380.49100127,26.01,49,17,High Risk,22.73
481,Shashank Mani,Uttar Pradesh,DEORIA,General,Lok Sabha,Independent,147000000.0,129882172.79068793,112090803.796934,76.25,78,55,Clean / Exemplary,0.0
482,Shri Arun Kumar Sagar,Uttar Pradesh,SHAHJAHANPUR(SC),SC,Lok Sabha,BJD,147000000.0,134076954.55082494,56183517.6435417,38.22,22,8,High Risk,0.0
483,Shri Narendra Modi,Uttar Pradesh,VARANASI,General,Lok Sabha,TMC,162070276.11,150210103.97752523,87560156.51350322,54.03,19,10,Moderate Risk,10.25
484,Shri Satish Kumar Gautam,Uttar Pradesh,ALIGARH,General,Lok Sabha,TMC,147000000.0,126228571.40231879,111986066.42876273,76.18,75,63,Clean / Exemplary,0.0
485,Smt Anupriya Patel,Uttar Pradesh,MIRZAPUR,General,Lok Sabha,AAP,147000000.0,130239973.67527036,96520810.64011061,65.66,58,46,Clean / Exemplary,0.0
486,Smt Dimple Yadav,Uttar Pradesh,MAINPURI,General,Lok Sabha,RJD,192042469.11,170187468.46745828,95392624.26466897,49.67,35,17,Moderate Risk,30.64
487,Smt Hema Malini,Uttar Pradesh,MATHURA,General,Lok Sabha,INC,147000000.0,121792267.83600813,67941492.07437049,46.22,72,46,Moderate Risk,0.0
488,Swami Sachchidanandhari Sakshi Ji Maharaj,Uttar Pradesh,UNNAO,General,Lok Sabha,BJP,147000000.0,128146236.4472602,100661587.2051684,68.48,67,48,Clean / Exemplary,0.0
489,Tanuj Punia,Uttar Pradesh,BARABANKI(SC),SC,Lok Sabha,BJP,148198170.11,140889863.96565244,93906932.18605742,63.37,64,25,Moderate Risk,0.82
490,Ujjwal Raman Singh,Uttar Pradesh,ALLAHABAD,General,Lok Sabha,TMC,147000000.0,130810882.41596548,42048537.81408838,28.6,53,11,High Risk,0.0
491,Utkarsh Verma Madhur,Uttar Pradesh,KHERI,General,Lok Sabha,DMK,147000000.0,132892994.8339361,114038830.34213385,77.58,24,16,Clean / Exemplary,0.0
492,Vijay Kumar Dubey,Uttar Pradesh,KUSHI NAGAR,General,Lok Sabha,BJP,148900000.0,124091862.98289159,82354319.49826667,55.31,61,28,Moderate Risk,1.29
493,Vinod Kumar Bind,Uttar Pradesh,BHADOHI,General,Lok Sabha,INC,147000000.0,119139237.59351169,50894032.30013134,34.62,64,17,High Risk,0.0
494,Virendra Singh,Uttar Pradesh,CHANDAULI,General,Lok Sabha,BJP,147000000.0,137527708.0891153,77997797.64837083,53.06,54,30,Moderate Risk,0.0
495,Zia Ur Rehman,Uttar Pradesh,SAMBHAL,General,Lok Sabha,BJP,147000000.0,118116039.48297891,112456304.79484643,76.5,34,23,Clean / Exemplary,0.0
496,Ajay Bhatt,Uttarakhand,NAINITAL UDHAM SINGH NAG.,General,Lok Sabha,NCP,147000000.0,119791788.92418528,85243426.95698376,57.99,79,42,Moderate Risk,0.0
497,Ajay Tamta,Uttarakhand,ALMORA(SC),SC,Lok Sabha,BJP,147000000.0,128138892.41920163,104414837.59141758,71.03,22,16,Clean / Exemplary,0.0
498,Anil Baluni,Uttarakhand,GARHWAL,General,Lok Sabha,TMC,147000000.0,124258975.79081938,99121372.83357088,67.43,56,46,Clean / Exemplary,0.0
499,Mala Rajya Laxmi Shah,Uttarakhand,TEHRI GARHWAL,General,Lok Sabha,INC,147000000.0,138922575.216205,118617540.95099995,80.69,46,35,Clean / Exemplary,0.0
500,Trivendra Singh Rawat,Uttarakhand,HARDWAR,General,Lok Sabha,YSR Congress,147000000.0,128119734.07293835,95304984.73989435,64.83,57,38,Moderate Risk,0.0
501,Abhijit Gangopadhyay,West Bengal,TAMLUK,General,Lok Sabha,TMC,147000000.0,130299183.54807821,48272324.063918345,32.84,33,8,High Risk,0.0
502,Abu Taher Khan,West Bengal,MURSHIDABAD,General,Lok Sabha,BJP,147000000.0,128371038.19283454,92359662.86693285,62.83,44,17,Moderate Risk,0.0
503,Adhikari Soumendu,West Bengal,KANTHI,General,Lok Sabha,TMC,147000000.0,135016988.32454404,110194606.4273411,74.96,18,13,Clean / Exemplary,0.0
504,Arup Chakraborty,West Bengal,BANKURA,General,Lok Sabha,Independent,147000000.0,145930427.32642403,124923980.09027694,84.98,70,46,Clean / Exemplary,0.0
505,Asit Kumar Mal,West Bengal,BOLPUR(SC),SC,Lok Sabha,INC,275694456.74,225737625.36156,90428076.3526184,32.8,52,16,High Risk,87.55
506,Azad Kirti Jha,West Bengal,BARDHAMAN-DURGAPUR,General,Lok Sabha,DMK,179658399.98,166630647.22451535,47700116.595009364,26.55,62,10,High Risk,22.22
507,Bag Mitali,West Bengal,ARAMBAG(SC),SC,Lok Sabha,BJD,147000000.0,125830056.57021074,85915423.7982598,58.45,77,43,Moderate Risk,0.0
508,Bapi Haldar,West Bengal,MATHURAPUR(SC),SC,Lok Sabha,JDU,147000000.0,123356259.36280532,69129961.42969966,47.03,19,12,Moderate Risk,0.0
509,Dr Jayanta Kumar Roy,West Bengal,JALPAIGURI(SC),SC,Lok Sabha,TMC,147000000.0,124726846.13300337,62706593.42599667,42.66,22,12,Moderate Risk,0.0
510,Dr Sukanta Majumdar,West Bengal,BALURGHAT,General,Lok Sabha,BJP,157085364.9,148952133.44573078,106085430.69406618,67.53,52,35,Clean / Exemplary,6.86
511,Dr. Sharmila Sarkar,West Bengal,BARDHAMAN PURBA(SC),SC,Lok Sabha,INC,147000000.0,131182970.62713751,122879562.76123035,83.59,76,66,Clean / Exemplary,0.0
512,Isha Khan Choudhury,West Bengal,MALDAHA DAKSHIN,General,Lok Sabha,BJP,147000000.0,119809050.78303279,63793696.36506526,43.4,62,42,Moderate Risk,0.0
513,Jagadish Chandra Barma Basunia,West Bengal,COOCHBEHAR(SC),SC,Lok Sabha,INC,168604641.11,143192618.1646108,83998246.54982705,49.82,68,31,Moderate Risk,14.7
514,Jagannath Sarkar,West Bengal,RANAGHAT(SC),SC,Lok Sabha,BJP,147000000.0,145536978.20233157,38823795.34531066,26.41,43,10,High Risk,0.0
515,June Maliah,West Bengal,MEDINIPUR,General,Lok Sabha,BSP,147000000.0,129882343.39571962,119301375.04977426,81.16,42,37,Clean / Exemplary,0.0
516,Kakoli Ghosh Dastidar,West Bengal,BARASAT,General,Lok Sabha,SP,147000000.0,138063006.1707815,47293821.144685246,32.17,25,8,High Risk,0.0
517,Kalipada Saren,West Bengal,JHARGRAM(ST),ST,Lok Sabha,BJP,147000000.0,124073386.13732445,103839929.6985554,70.64,59,52,Clean / Exemplary,0.0
518,Kalyan Banerjee,West Bengal,SREERAMPUR,General,Lok Sabha,TMC,147000000.0,131729245.37340344,37233865.44155189,25.33,53,17,High Risk,0.0
519,Kartick Chandra Paul,West Bengal,RAIGANJ,General,Lok Sabha,INC,202677986.56,187311570.64099443,54764641.929788694,27.02,17,4,High Risk,37.88
520,Khagen Murmu,West Bengal,MALDAHA UTTAR,General,Lok Sabha,BJP,147000000.0,127114140.44299652,107425282.86109644,73.08,46,41,Clean / Exemplary,0.0
521,Khalilur Rahaman,West Bengal,JANGIPUR,General,Lok Sabha,INC,147000000.0,125644623.98868097,108674923.29242194,73.93,79,67,Clean / Exemplary,0.0
522,Mala Roy,West Bengal,KOLKATA DAKSHIN,General,Lok Sabha,INC,147000000.0,125738737.23871052,119275251.19860287,81.14,53,38,Clean / Exemplary,0.0
523,Manoj Tigga,West Bengal,ALIPURDUARS(ST),ST,Lok Sabha,BJP,147000000.0,130894651.43153301,125776725.73715153,85.56,75,57,Clean / Exemplary,0.0
524,Ms Mahua Moitra,West Bengal,KRISHNANAGAR,General,Lok Sabha,TDP,159865046.0,140813619.02223945,84217946.05815266,52.68,36,20,Moderate Risk,8.75
525,Partha Bhowmick,West Bengal,BARRACKPUR,General,Lok Sabha,BJP,147000000.0,128036891.39145896,49143147.713558644,33.43,19,3,High Risk,0.0
526,Pathan Yusuf,West Bengal,BAHARAMPUR,General,Lok Sabha,BJD,147000000.0,133998832.47067873,98290207.68989377,66.86,62,42,Clean / Exemplary,0.0
527,Prasun Banerjee,West Bengal,HOWRAH,General,Lok Sabha,TDP,147000000.0,141294206.76345807,68566136.89874008,46.64,66,41,Moderate Risk,0.0
528,Pratima Mondal,West Bengal,JOYNAGAR(SC),SC,Lok Sabha,TMC,147000000.0,135423836.36987874,118101290.22585286,80.34,64,48,Clean / Exemplary,0.0
529,Prof Sougata Ray,West Bengal,DUM DUM,General,Lok Sabha,AAP,147000000.0,146520160.40274438,131771744.03676903,89.64,30,22,Clean / Exemplary,0.0
530,Rachna Banerjee,West Bengal,HOOGHLY,General,Lok Sabha,BJP,147000000.0,139952520.79979077,78930313.2032748,53.69,23,15,Moderate Risk,0.0
531,Raju Bista,West Bengal,DARJEELING,General,Lok Sabha,TDP,147000000.0,142487521.55749416,58819808.612709574,40.01,74,45,Moderate Risk,0.0
532,Saumitra Khan,West Bengal,BISHNUPUR(SC),SC,Lok Sabha,TMC,147000000.0,146558695.89054173,118982519.9372341,80.94,65,54,Clean / Exemplary,0.0
533,Sayani Ghosh,West Bengal,JADAVPUR,General,Lok Sabha,BJD,147000000.0,141769832.92164662,80624907.07672846,54.85,39,16,Moderate Risk,0.0
534,Shatrughan Sinha,West Bengal,ASANSOL,General,Lok Sabha,BJP,147000000.0,143528676.09415653,98128967.87689324,66.75,42,35,Clean / Exemplary,0.0
535,Shri Abhishek Banerjee,West Bengal,DIAMOND HARBOUR,General,Lok Sabha,BJP,147000000.0,137479620.32501778,130149898.12175938,88.54,36,29,Clean / Exemplary,0.0
536,Shri Deepak (Dev) Adhikari,West Bengal,GHATAL,General,Lok Sabha,BJP,200747364.0,195638497.74275583,68540234.72246365,34.14,22,6,High Risk,36.56
537,Shri Jyotirmay Singh Mahato,West Bengal,PURULIA,General,Lok Sabha,BJD,147000000.0,141981031.8999126,39057914.60832336,26.57,72,20,High Risk,0.0
538,Shri Shantanu Thakur,West Bengal,BANGAON(SC),SC,Lok Sabha,YSR Congress,147000000.0,120946848.76821208,70252847.74330702,47.79,37,17,Moderate Risk,0.0
539,Sk Nurul Islam,West Bengal,BASIRHAT,General,Lok Sabha,BJP,49000000.0,43962804.839216515,10201536.74807001,20.82,52,12,High Risk,-66.67
540,Smt Sajda Ahmed,West Bengal,ULUBERIA,General,Lok Sabha,BJP,147000000.0,118510100.2530287,128597391.19241156,87.48,40,29,Clean / Exemplary,0.0
541,Smt Satabdi Roy (Banerjee),West Bengal,BIRBHUM,General,Lok Sabha,Others,147000000.0,126079119.87187113,91442821.9897366,62.21,77,52,Moderate Risk,0.0
542,Sudip Bandyopadhyay,West Bengal,KOLKATA UTTAR,General,Lok Sabha,BJP,147000000.0,131581053.5021127,50115015.89492838,34.09,50,20,High Risk,0.0
