work_id,mp_id,mp_name,state,district,constituency,constituency_type,house,party,work_category,work_subcategory,estimated_cost_inr,sanctioned_cost_inr,actual_expenditure_inr,expected_completion_days,actual_completion_days,inspection_done,photo_available,photo_location_match,similar_work_count_500m,payment_count,is_anomalous,anomaly_type,cost_overrun_ratio,delay_days,cost_deviation_pct
W003150,483,Shri Narendra Modi,Uttar Pradesh,Amroha,VARANASI,General,Lok Sabha,TMC,Sanitation,Drainage Construction,2307910.01,2291403.92,2170880.39,113,342,1,1,1,0,8,1,delay_anomaly,-0.0526,229,-5.94
W003697,483,Shri Narendra Modi,Uttar Pradesh,Farrukhabad,VARANASI,General,Lok Sabha,TMC,Healthcare,Medical Equipment Purchase,7476880.64,13047172.36,16097992.86,36,45,0,1,0,0,4,1,cost_anomaly,0.2338,9,115.3
W004421,483,Shri Narendra Modi,Uttar Pradesh,Saharanpur,VARANASI,General,Lok Sabha,TMC,Water Supply,RO Plant Installation,2649871.32,3558063.62,4224493.97,104,114,0,1,0,0,2,1,ghost_asset,0.1873,10,59.42
W007443,483,Shri Narendra Modi,Uttar Pradesh,Firozabad,VARANASI,General,Lok Sabha,TMC,Education,Boundary Wall Construction,3029485.69,3277966.12,3173266.49,95,99,1,1,1,0,1,0,clean,-0.0319,4,4.75
W009081,483,Shri Narendra Modi,Uttar Pradesh,Noida,VARANASI,General,Lok Sabha,TMC,Community,Cremation Ground Development,4921597.0,5322076.64,5290729.26,135,123,1,1,1,0,2,0,clean,-0.0059,0,7.5
W010156,483,Shri Narendra Modi,Uttar Pradesh,Jaunpur,VARANASI,General,Lok Sabha,TMC,Education,Classroom Addition,1806813.89,1750349.63,1725667.02,165,164,1,1,1,0,3,0,clean,-0.0141,0,-4.49
W011854,483,Shri Narendra Modi,Uttar Pradesh,Jhansi,VARANASI,General,Lok Sabha,TMC,Education,Computer Lab Setup,3307154.86,3505931.92,3743816.82,43,107,0,1,0,1,4,1,delay_anomaly,0.0679,64,13.2
W012161,483,Shri Narendra Modi,Uttar Pradesh,Agra,VARANASI,General,Lok Sabha,TMC,Road,Road Repair & Resurfacing,2842821.48,2752256.69,2561509.79,113,115,0,1,1,0,3,0,clean,-0.0693,2,-9.9
W012464,483,Shri Narendra Modi,Uttar Pradesh,Sambhal,VARANASI,General,Lok Sabha,TMC,Water Supply,RO Plant Installation,2070307.4,2095891.85,2187675.86,173,148,1,1,1,0,1,0,clean,0.0438,0,5.67
W013553,483,Shri Narendra Modi,Uttar Pradesh,Rae Bareli,VARANASI,General,Lok Sabha,TMC,Sanitation,Open Drain to Closed Drain,2064011.2,2087136.13,2126169.65,160,200,1,1,0,0,2,0,clean,0.0187,40,3.01
W014886,483,Shri Narendra Modi,Uttar Pradesh,Muzaffarnagar,VARANASI,General,Lok Sabha,TMC,Sanitation,Community Toilet Block,393483.54,393412.57,421780.44,64,267,1,1,0,2,6,1,delay_anomaly,0.0721,203,7.19
W000454,484,Shri Satish Kumar Gautam,Uttar Pradesh,Allahabad,ALIGARH,General,Lok Sabha,TMC,Community,Cremation Ground Development,1783482.04,1783545.79,1818178.62,51,56,0,1,1,0,2,0,clean,0.0194,5,1.95
W000498,484,Shri Satish Kumar Gautam,Uttar Pradesh,Faizabad,ALIGARH,General,Lok Sabha,TMC,Healthcare,Medical Equipment Purchase,7291453.39,7679606.8,6736242.14,47,59,1,1,1,1,4,0,clean,-0.1228,12,-7.61
W001010,484,Shri Satish Kumar Gautam,Uttar Pradesh,Aligarh,ALIGARH,General,Lok Sabha,TMC,Road,CC Road Construction,1382767.91,1466400.23,1273091.63,133,163,1,0,0,1,4,0,clean,-0.1318,30,-7.93
W001634,484,Shri Satish Kumar Gautam,Uttar Pradesh,Sultanpur,ALIGARH,General,Lok Sabha,TMC,Sanitation,Drainage Construction,741342.13,790533.73,905874.61,51,119,1,1,1,0,8,1,delay_anomaly,0.1459,68,22.19
W001659,484,Shri Satish Kumar Gautam,Uttar Pradesh,Ballia,ALIGARH,General,Lok Sabha,TMC,Education,Library Construction,410638.86,410670.39,409414.27,149,179,0,1,1,0,1,0,clean,-0.0031,30,-0.3
W001925,484,Shri Satish Kumar Gautam,Uttar Pradesh,Rampur,ALIGARH,General,Lok Sabha,TMC,Education,School Building Construction,307690.22,337418.48,304635.24,72,83,1,1,1,0,3,0,clean,-0.0972,11,-0.99
W001976,484,Shri Satish Kumar Gautam,Uttar Pradesh,Agra,ALIGARH,General,Lok Sabha,TMC,Healthcare,Sub-Centre Construction,4240802.69,9069979.16,10084736.18,123,239,0,1,1,0,10,1,cost_anomaly,0.1119,116,137.8
W004648,484,Shri Satish Kumar Gautam,Uttar Pradesh,Allahabad,ALIGARH,General,Lok Sabha,TMC,Sanitation,Open Drain to Closed Drain,1777448.91,1918527.91,2137810.74,116,453,1,1,1,0,8,1,delay_anomaly,0.1143,337,20.27
W004838,484,Shri Satish Kumar Gautam,Uttar Pradesh,Jaunpur,ALIGARH,General,Lok Sabha,TMC,Road,Road Repair & Resurfacing,2543783.32,2456322.12,2335648.2,98,100,1,1,1,0,1,0,clean,-0.0491,2,-8.18
W005331,484,Shri Satish Kumar Gautam,Uttar Pradesh,Sitapur,ALIGARH,General,Lok Sabha,TMC,Community,Market Shed Construction,3597576.81,7376788.16,8470949.18,31,38,1,1,1,0,5,1,cost_anomaly,0.1483,7,135.46
W005467,484,Shri Satish Kumar Gautam,Uttar Pradesh,Basti,ALIGARH,General,Lok Sabha,TMC,Road,Footpath Construction,1591843.33,1848467.47,2594038.76,61,83,1,0,1,1,11,1,payment_anomaly,0.4033,22,62.96
W006070,484,Shri Satish Kumar Gautam,Uttar Pradesh,Allahabad,ALIGARH,General,Lok Sabha,TMC,Education,Classroom Addition,514580.48,583845.72,553560.5,95,466,1,1,0,2,3,1,delay_anomaly,-0.0519,371,7.58
W006221,484,Shri Satish Kumar Gautam,Uttar Pradesh,Firozabad,ALIGARH,General,Lok Sabha,TMC,Community,Community Hall Construction,2428909.41,5716496.67,10259364.74,79,90,1,1,1,0,4,1,cost_anomaly,0.7947,11,322.39
W006513,484,Shri Satish Kumar Gautam,Uttar Pradesh,Unnao,ALIGARH,General,Lok Sabha,TMC,Healthcare,Primary Health Centre,4080560.8,4288537.69,3760879.92,54,63,1,1,1,0,2,0,clean,-0.123,9,-7.83
W008250,484,Shri Satish Kumar Gautam,Uttar Pradesh,Jaunpur,ALIGARH,General,Lok Sabha,TMC,Water Supply,RO Plant Installation,982981.69,990546.44,1099581.5,75,168,1,1,1,1,7,1,delay_anomaly,0.1101,93,11.86
W008255,484,Shri Satish Kumar Gautam,Uttar Pradesh,Gonda,ALIGARH,General,Lok Sabha,TMC,Education,Computer Lab Setup,971061.25,930017.15,866221.01,60,55,1,1,1,1,2,0,clean,-0.0686,0,-10.8
W008382,484,Shri Satish Kumar Gautam,Uttar Pradesh,Bijnor,ALIGARH,General,Lok Sabha,TMC,Electricity,Electrical Line Extension,1692961.98,1713215.93,1664835.62,60,298,1,0,0,1,7,1,delay_anomaly,-0.0282,238,-1.66
W008761,484,Shri Satish Kumar Gautam,Uttar Pradesh,Varanasi,ALIGARH,General,Lok Sabha,TMC,Water Supply,Pipeline Laying,582482.45,665907.47,729288.82,31,130,0,1,0,0,4,1,delay_anomaly,0.0952,99,25.2
W009596,484,Shri Satish Kumar Gautam,Uttar Pradesh,Sambhal,ALIGARH,General,Lok Sabha,TMC,Education,Computer Lab Setup,2078955.51,3564593.18,5118630.24,109,143,1,1,1,0,5,1,cost_anomaly,0.436,34,146.21
W009697,484,Shri Satish Kumar Gautam,Uttar Pradesh,Firozabad,ALIGARH,General,Lok Sabha,TMC,Road,Bridge Repair,1047231.68,1074992.32,1168967.9,94,137,1,1,1,4,4,1,duplicate_work,0.0874,43,11.62
W009887,484,Shri Satish Kumar Gautam,Uttar Pradesh,Noida,ALIGARH,General,Lok Sabha,TMC,Sanitation,Sewage Treatment,685097.62,1226713.98,1357503.68,64,102,1,1,0,1,8,1,vendor_anomaly,0.1066,38,98.15
W010612,484,Shri Satish Kumar Gautam,Uttar Pradesh,Amethi,ALIGARH,General,Lok Sabha,TMC,Healthcare,Sub-Centre Construction,5073021.87,5382311.56,5281621.89,95,112,1,1,1,0,2,0,clean,-0.0187,17,4.11
W011255,484,Shri Satish Kumar Gautam,Uttar Pradesh,Varanasi,ALIGARH,General,Lok Sabha,TMC,Healthcare,Medical Equipment Purchase,5410349.03,8283144.11,11789377.81,110,215,0,1,1,0,5,1,cost_anomaly,0.4233,105,117.9
W011364,484,Shri Satish Kumar Gautam,Uttar Pradesh,Budaun,ALIGARH,General,Lok Sabha,TMC,Water Supply,Water Purification Unit,2084673.1,2114846.33,2342959.12,117,468,0,1,1,1,8,1,delay_anomaly,0.1079,351,12.39
W011510,484,Shri Satish Kumar Gautam,Uttar Pradesh,Muzaffarnagar,ALIGARH,General,Lok Sabha,TMC,Road,Culvert Construction,1880938.84,1891324.67,1741758.23,43,51,0,1,1,0,4,0,clean,-0.0791,8,-7.4
W012377,484,Shri Satish Kumar Gautam,Uttar Pradesh,Pilibhit,ALIGARH,General,Lok Sabha,TMC,Road,Footpath Construction,2955660.43,3242839.26,2853536.46,92,116,1,0,0,5,2,1,duplicate_work,-0.12,24,-3.46
W012557,484,Shri Satish Kumar Gautam,Uttar Pradesh,Deoria,ALIGARH,General,Lok Sabha,TMC,Water Supply,Pipeline Laying,2630874.42,3893840.69,5265759.34,90,139,1,0,1,2,14,1,vendor_anomaly,0.3523,49,100.15
W012719,484,Shri Satish Kumar Gautam,Uttar Pradesh,Farrukhabad,ALIGARH,General,Lok Sabha,TMC,Road,Road Repair & Resurfacing,640755.84,704084.77,658700.0,85,83,1,1,1,0,3,0,clean,-0.0645,0,2.8
W012864,484,Shri Satish Kumar Gautam,Uttar Pradesh,Farrukhabad,ALIGARH,General,Lok Sabha,TMC,Road,CC Road Construction,669956.31,743827.62,818379.01,77,171,1,0,1,0,5,1,delay_anomaly,0.1002,94,22.15
W013069,484,Shri Satish Kumar Gautam,Uttar Pradesh,Shahjahanpur,ALIGARH,General,Lok Sabha,TMC,Road,Road Repair & Resurfacing,4118280.81,6021075.2,7345321.53,76,95,0,1,1,0,10,1,cost_anomaly,0.2199,19,78.36
W013432,484,Shri Satish Kumar Gautam,Uttar Pradesh,Noida,ALIGARH,General,Lok Sabha,TMC,Sports,Indoor Stadium Construction,2674969.28,2639285.8,2441855.1,146,184,1,1,1,0,1,0,clean,-0.0748,38,-8.71
W014042,484,Shri Satish Kumar Gautam,Uttar Pradesh,Sultanpur,ALIGARH,General,Lok Sabha,TMC,Healthcare,Ambulance Purchase,7813766.83,10487692.16,14229381.73,48,63,1,1,0,1,8,1,vendor_anomaly,0.3568,15,82.11
W014277,484,Shri Satish Kumar Gautam,Uttar Pradesh,Allahabad,ALIGARH,General,Lok Sabha,TMC,Road,CC Road Construction,2779340.77,2769163.0,2859913.91,113,118,1,1,1,0,4,0,clean,0.0328,5,2.9
W014703,484,Shri Satish Kumar Gautam,Uttar Pradesh,Muzaffarnagar,ALIGARH,General,Lok Sabha,TMC,Community,Cremation Ground Development,4781432.39,5428288.29,10366265.35,47,59,0,1,1,0,19,1,payment_anomaly,0.9097,12,116.8
W000141,485,Smt Anupriya Patel,Uttar Pradesh,Basti,MIRZAPUR,General,Lok Sabha,AAP,Education,Library Construction,616428.04,666061.34,645246.37,178,144,1,1,1,0,4,0,clean,-0.0313,0,4.68
W000246,485,Smt Anupriya Patel,Uttar Pradesh,Bareilly,MIRZAPUR,General,Lok Sabha,AAP,Sports,Swimming Pool Construction,3518290.53,5492773.94,7332056.77,82,135,0,1,1,2,11,1,vendor_anomaly,0.3349,53,108.4
W000633,485,Smt Anupriya Patel,Uttar Pradesh,Varanasi,MIRZAPUR,General,Lok Sabha,AAP,Water Supply,Pipeline Laying,1378709.17,2408511.7,2369757.43,102,227,1,1,1,2,14,1,vendor_anomaly,-0.0161,125,71.88
W000765,485,Smt Anupriya Patel,Uttar Pradesh,Hardoi,MIRZAPUR,General,Lok Sabha,AAP,Water Supply,Overhead Tank Construction,814103.02,1634671.95,1997186.28,127,178,1,1,1,0,9,1,cost_anomaly,0.2218,51,145.32
W001302,485,Smt Anupriya Patel,Uttar Pradesh,Rampur,MIRZAPUR,General,Lok Sabha,AAP,Healthcare,Community Health Centre Upgrade,1333218.68,1285219.21,1217071.12,44,131,1,1,1,0,3,1,delay_anomaly,-0.053,87,-8.71
W001424,485,Smt Anupriya Patel,Uttar Pradesh,Amroha,MIRZAPUR,General,Lok Sabha,AAP,Community,Market Shed Construction,5137557.69,5628733.28,5009599.13,114,117,1,1,1,4,6,1,duplicate_work,-0.11,3,-2.49
W001567,485,Smt Anupriya Patel,Uttar Pradesh,Allahabad,MIRZAPUR,General,Lok Sabha,AAP,Road,Bituminous Road Construction,4579169.13,5227462.09,6126659.97,100,236,0,1,0,0,3,1,delay_anomaly,0.172,136,33.79
W001608,485,Smt Anupriya Patel,Uttar Pradesh,Gonda,MIRZAPUR,General,Lok Sabha,AAP,Water Supply,Pipeline Laying,2667816.06,3028787.97,3073451.73,77,142,1,0,0,3,12,1,vendor_anomaly,0.0147,65,15.2
W002057,485,Smt Anupriya Patel,Uttar Pradesh,Shahjahanpur,MIRZAPUR,General,Lok Sabha,AAP,Education,Classroom Addition,2516117.76,5897586.07,8613402.99,74,122,0,0,1,0,10,1,cost_anomaly,0.4605,48,242.33
W002585,485,Smt Anupriya Patel,Uttar Pradesh,Shahjahanpur,MIRZAPUR,General,Lok Sabha,AAP,Road,Bituminous Road Construction,654215.62,656410.74,559710.72,113,139,1,1,1,0,1,0,clean,-0.1473,26,-14.45
W003920,485,Smt Anupriya Patel,Uttar Pradesh,Lucknow,MIRZAPUR,General,Lok Sabha,AAP,Sports,Indoor Stadium Construction,5588081.83,5530267.68,4958340.36,175,149,1,1,1,1,3,0,clean,-0.1034,0,-11.27
W004052,485,Smt Anupriya Patel,Uttar Pradesh,Sitapur,MIRZAPUR,General,Lok Sabha,AAP,Sports,Swimming Pool Construction,6776588.63,7187229.2,6163582.83,119,140,1,1,1,0,3,0,clean,-0.1424,21,-9.05
W004632,485,Smt Anupriya Patel,Uttar Pradesh,Lucknow,MIRZAPUR,General,Lok Sabha,AAP,Water Supply,RO Plant Installation,1655873.03,1592989.05,1604516.04,92,362,0,0,1,0,9,1,delay_anomaly,0.0072,270,-3.1
W005286,485,Smt Anupriya Patel,Uttar Pradesh,Amroha,MIRZAPUR,General,Lok Sabha,AAP,Road,Bituminous Road Construction,4130142.13,4276242.42,4557331.96,68,183,1,0,1,0,8,1,delay_anomaly,0.0657,115,10.34
W005819,485,Smt Anupriya Patel,Uttar Pradesh,Farrukhabad,MIRZAPUR,General,Lok Sabha,AAP,Education,School Building Construction,575063.24,626740.32,619312.08,44,162,1,1,0,2,7,1,delay_anomaly,-0.0119,118,7.69
W006759,485,Smt Anupriya Patel,Uttar Pradesh,Moradabad,MIRZAPUR,General,Lok Sabha,AAP,Road,Bituminous Road Construction,3222244.47,3209182.97,3233298.4,104,85,1,1,0,0,4,0,clean,0.0075,0,0.34
W007110,485,Smt Anupriya Patel,Uttar Pradesh,Bahraich,MIRZAPUR,General,Lok Sabha,AAP,Education,Toilet Block Construction,2608326.45,3357360.95,4227276.75,47,60,0,0,1,0,3,1,ghost_asset,0.2591,13,62.07
W007139,485,Smt Anupriya Patel,Uttar Pradesh,Sambhal,MIRZAPUR,General,Lok Sabha,AAP,Education,Classroom Addition,1973756.55,1922590.0,1938668.25,142,148,1,1,1,1,4,0,clean,0.0084,6,-1.78
W007472,485,Smt Anupriya Patel,Uttar Pradesh,Amethi,MIRZAPUR,General,Lok Sabha,AAP,Electricity,Street Light Installation,187799.36,179755.38,159581.66,111,138,1,1,1,0,3,0,clean,-0.1122,27,-15.03
W008081,485,Smt Anupriya Patel,Uttar Pradesh,Varanasi,MIRZAPUR,General,Lok Sabha,AAP,Healthcare,Medical Equipment Purchase,5566378.93,5844028.38,6766648.21,84,325,0,0,0,1,3,1,delay_anomaly,0.1579,241,21.56
W008591,485,Smt Anupriya Patel,Uttar Pradesh,Sambhal,MIRZAPUR,General,Lok Sabha,AAP,Road,Bridge Repair,4190112.87,4242701.14,4278191.78,51,42,1,1,1,1,3,0,clean,0.0084,0,2.1
W009181,485,Smt Anupriya Patel,Uttar Pradesh,Sultanpur,MIRZAPUR,General,Lok Sabha,AAP,Sanitation,Community Toilet Block,1575015.57,1569048.74,1405323.84,88,107,1,1,1,3,6,1,duplicate_work,-0.1043,19,-10.77
W009647,485,Smt Anupriya Patel,Uttar Pradesh,Amroha,MIRZAPUR,General,Lok Sabha,AAP,Sanitation,Open Drain to Closed Drain,855603.87,889505.17,843307.2,130,162,1,1,1,0,4,0,clean,-0.0519,32,-1.44
W009649,485,Smt Anupriya Patel,Uttar Pradesh,Jaunpur,MIRZAPUR,General,Lok Sabha,AAP,Road,CC Road Construction,2200115.39,2332377.62,2143217.22,61,215,0,1,1,0,9,1,delay_anomaly,-0.0811,154,-2.59
W010067,485,Smt Anupriya Patel,Uttar Pradesh,Kanpur,MIRZAPUR,General,Lok Sabha,AAP,Community,Bus Shelter Construction,2171933.24,2224772.66,2020453.46,105,134,1,1,0,3,5,1,duplicate_work,-0.0918,29,-6.97
W010662,485,Smt Anupriya Patel,Uttar Pradesh,Basti,MIRZAPUR,General,Lok Sabha,AAP,Road,Culvert Construction,2400670.2,2317386.68,2124244.62,122,108,1,1,1,0,2,0,clean,-0.0833,0,-11.51
W010781,485,Smt Anupriya Patel,Uttar Pradesh,Noida,MIRZAPUR,General,Lok Sabha,AAP,Water Supply,Borewell Installation,1323094.68,1420606.7,1383009.19,122,120,1,1,0,0,1,0,clean,-0.0265,0,4.53
W011074,485,Smt Anupriya Patel,Uttar Pradesh,Budaun,MIRZAPUR,General,Lok Sabha,AAP,Sports,Indoor Stadium Construction,3769242.42,4150983.72,5385792.49,113,168,0,0,0,1,5,1,vendor_anomaly,0.2975,55,42.89
W011199,485,Smt Anupriya Patel,Uttar Pradesh,Lucknow,MIRZAPUR,General,Lok Sabha,AAP,Healthcare,Sub-Centre Construction,5743298.74,5912005.17,6196358.72,53,52,1,1,1,2,5,1,duplicate_work,0.0481,0,7.89
W011486,485,Smt Anupriya Patel,Uttar Pradesh,Jhansi,MIRZAPUR,General,Lok Sabha,AAP,Community,Playground Construction,4730091.88,4605274.45,4808887.66,89,81,1,1,0,0,2,0,clean,0.0442,0,1.67
W012109,485,Smt Anupriya Patel,Uttar Pradesh,Ghaziabad,MIRZAPUR,General,Lok Sabha,AAP,Road,Bituminous Road Construction,816371.46,850283.11,786582.31,78,88,1,1,1,0,2,0,clean,-0.0749,10,-3.65
W012898,485,Smt Anupriya Patel,Uttar Pradesh,Lucknow,MIRZAPUR,General,Lok Sabha,AAP,Road,Footpath Construction,3467903.28,6160554.11,7334351.69,51,117,0,1,1,2,12,1,vendor_anomaly,0.1905,66,111.49
W013248,485,Smt Anupriya Patel,Uttar Pradesh,Azamgarh,MIRZAPUR,General,Lok Sabha,AAP,Healthcare,Medical Equipment Purchase,3008635.89,3403143.34,3938283.69,75,348,1,1,1,0,7,1,delay_anomaly,0.1572,273,30.9
W014774,485,Smt Anupriya Patel,Uttar Pradesh,Gorakhpur,MIRZAPUR,General,Lok Sabha,AAP,Water Supply,Borewell Installation,1343436.21,1373741.1,1983059.11,66,102,0,1,0,0,10,1,payment_anomaly,0.4435,36,47.61
W000089,486,Smt Dimple Yadav,Uttar Pradesh,Bahraich,MAINPURI,General,Lok Sabha,RJD,Water Supply,RO Plant Installation,2932710.73,3149351.39,2939904.53,37,189,1,0,0,1,6,1,delay_anomaly,-0.0665,152,0.25
W000323,486,Smt Dimple Yadav,Uttar Pradesh,Lucknow,MAINPURI,General,Lok Sabha,RJD,Community,Playground Construction,2280998.93,5699280.86,10171633.84,136,191,1,1,1,0,10,1,cost_anomaly,0.7847,55,345.93
W002246,486,Smt Dimple Yadav,Uttar Pradesh,Varanasi,MAINPURI,General,Lok Sabha,RJD,Road,Footpath Construction,2363232.21,2422628.87,2208455.43,89,257,1,1,1,0,8,1,delay_anomaly,-0.0884,168,-6.55
W003154,486,Smt Dimple Yadav,Uttar Pradesh,Pilibhit,MAINPURI,General,Lok Sabha,RJD,Water Supply,Overhead Tank Construction,2439278.0,2444587.53,2186519.33,118,95,0,1,1,0,4,0,clean,-0.1056,0,-10.36
W003286,486,Smt Dimple Yadav,Uttar Pradesh,Etawah,MAINPURI,General,Lok Sabha,RJD,Community,Community Hall Construction,4000566.22,9044978.64,11165137.44,114,213,0,1,1,0,6,1,cost_anomaly,0.2344,99,179.09
W005463,486,Smt Dimple Yadav,Uttar Pradesh,Bahraich,MAINPURI,General,Lok Sabha,RJD,Water Supply,Pipeline Laying,1632906.07,1675441.24,1668490.64,58,166,0,1,1,0,6,1,delay_anomaly,-0.0041,108,2.18
W005869,486,Smt Dimple Yadav,Uttar Pradesh,Sitapur,MAINPURI,General,Lok Sabha,RJD,Road,Culvert Construction,1609881.88,1690219.17,1441480.6,164,180,1,1,1,0,4,0,clean,-0.1472,16,-10.46
W006899,486,Smt Dimple Yadav,Uttar Pradesh,Meerut,MAINPURI,General,Lok Sabha,RJD,Sanitation,Drainage Construction,317104.92,313313.52,290959.6,116,156,0,1,1,3,4,1,duplicate_work,-0.0713,40,-8.25
W006942,486,Smt Dimple Yadav,Uttar Pradesh,Aligarh,MAINPURI,General,Lok Sabha,RJD,Education,Classroom Addition,2764952.83,2652648.1,2636759.25,46,45,1,0,1,0,2,0,clean,-0.006,0,-4.64
W007596,486,Smt Dimple Yadav,Uttar Pradesh,Mathura,MAINPURI,General,Lok Sabha,RJD,Road,CC Road Construction,3052280.07,3335583.87,3437438.01,34,32,1,0,1,0,3,0,clean,0.0305,0,12.62
W008600,486,Smt Dimple Yadav,Uttar Pradesh,Firozabad,MAINPURI,General,Lok Sabha,RJD,Education,Boundary Wall Construction,655576.67,628816.46,577509.77,162,176,1,1,1,0,3,0,clean,-0.0816,14,-11.91
W010142,486,Smt Dimple Yadav,Uttar Pradesh,Bahraich,MAINPURI,General,Lok Sabha,RJD,Road,Footpath Construction,706223.6,690636.43,814887.12,79,270,1,1,0,1,5,1,delay_anomaly,0.1799,191,15.39
W010194,486,Smt Dimple Yadav,Uttar Pradesh,Budaun,MAINPURI,General,Lok Sabha,RJD,Healthcare,Medical Equipment Purchase,7383809.35,7736739.91,9897430.07,118,115,0,1,1,0,4,1,ghost_asset,0.2793,0,34.04
W010292,486,Smt Dimple Yadav,Uttar Pradesh,Rae Bareli,MAINPURI,General,Lok Sabha,RJD,Community,Bus Shelter Construction,2223839.77,2240038.83,2217203.31,153,152,1,0,1,0,1,0,clean,-0.0102,0,-0.3
W010360,486,Smt Dimple Yadav,Uttar Pradesh,Bijnor,MAINPURI,General,Lok Sabha,RJD,Education,Computer Lab Setup,1544463.13,1637138.99,1691205.51,73,80,1,1,1,3,3,1,duplicate_work,0.033,7,9.5
W010426,486,Smt Dimple Yadav,Uttar Pradesh,Noida,MAINPURI,General,Lok Sabha,RJD,Sports,Sports Equipment Purchase,4309484.57,4584503.47,3937321.34,118,144,1,1,1,0,4,0,clean,-0.1412,26,-8.64
W010950,486,Smt Dimple Yadav,Uttar Pradesh,Ballia,MAINPURI,General,Lok Sabha,RJD,Road,CC Road Construction,1153597.62,1316349.52,2310964.97,95,93,0,1,1,0,17,1,payment_anomaly,0.7556,0,100.33
W010990,486,Smt Dimple Yadav,Uttar Pradesh,Etawah,MAINPURI,General,Lok Sabha,RJD,Road,Bituminous Road Construction,2328277.04,2400727.66,2280459.44,73,64,1,1,1,0,2,0,clean,-0.0501,0,-2.05
W011219,486,Smt Dimple Yadav,Uttar Pradesh,Deoria,MAINPURI,General,Lok Sabha,RJD,Electricity,Transformer Installation,1797963.83,1944299.24,1759194.4,120,103,1,1,1,0,3,0,clean,-0.0952,0,-2.16
W011316,486,Smt Dimple Yadav,Uttar Pradesh,Meerut,MAINPURI,General,Lok Sabha,RJD,Electricity,Electrical Line Extension,248805.33,248171.11,213894.26,34,27,1,1,1,0,1,0,clean,-0.1381,0,-14.03
W011369,486,Smt Dimple Yadav,Uttar Pradesh,Sambhal,MAINPURI,General,Lok Sabha,RJD,Education,Computer Lab Setup,736183.88,779980.1,827675.95,96,309,1,1,1,1,8,1,delay_anomaly,0.0612,213,12.43
W011372,486,Smt Dimple Yadav,Uttar Pradesh,Shahjahanpur,MAINPURI,General,Lok Sabha,RJD,Road,Bituminous Road Construction,3964810.59,5502012.41,6273009.47,92,145,0,1,1,2,5,1,vendor_anomaly,0.1401,53,58.22
W011705,486,Smt Dimple Yadav,Uttar Pradesh,Unnao,MAINPURI,General,Lok Sabha,RJD,Water Supply,RO Plant Installation,2868261.15,2933399.36,3000911.93,49,45,1,1,0,0,3,0,clean,0.023,0,4.62
W012129,486,Smt Dimple Yadav,Uttar Pradesh,Saharanpur,MAINPURI,General,Lok Sabha,RJD,Sanitation,Drainage Construction,558021.34,567617.68,559362.62,33,31,1,1,1,2,3,1,duplicate_work,-0.0145,0,0.24
W012681,486,Smt Dimple Yadav,Uttar Pradesh,Saharanpur,MAINPURI,General,Lok Sabha,RJD,Education,School Building Construction,2578771.29,2768046.23,2581839.43,66,65,1,1,1,0,3,0,clean,-0.0673,0,0.12
W012875,486,Smt Dimple Yadav,Uttar Pradesh,Sambhal,MAINPURI,General,Lok Sabha,RJD,Community,Market Shed Construction,4694145.42,5161968.49,4598283.67,34,47,0,1,1,4,6,1,duplicate_work,-0.1092,13,-2.04
W013751,486,Smt Dimple Yadav,Uttar Pradesh,Kanpur,MAINPURI,General,Lok Sabha,RJD,Electricity,Solar Light Installation,491043.51,506301.69,475388.52,134,139,1,1,1,1,1,0,clean,-0.0611,5,-3.19
W014226,486,Smt Dimple Yadav,Uttar Pradesh,Bareilly,MAINPURI,General,Lok Sabha,RJD,Water Supply,Hand Pump Installation,1801501.74,2024751.84,2323809.37,117,624,1,1,1,0,9,1,delay_anomaly,0.1477,507,28.99
W014766,486,Smt Dimple Yadav,Uttar Pradesh,Bareilly,MAINPURI,General,Lok Sabha,RJD,Road,Road Repair & Resurfacing,4367658.75,8541056.04,10766673.27,40,79,1,1,1,0,10,1,cost_anomaly,0.2606,39,146.51
W014805,486,Smt Dimple Yadav,Uttar Pradesh,Noida,MAINPURI,General,Lok Sabha,RJD,Road,CC Road Construction,2233024.55,2137221.18,1966903.86,63,367,0,1,1,0,7,1,delay_anomaly,-0.0797,304,-11.92
W000083,487,Smt Hema Malini,Uttar Pradesh,Allahabad,MATHURA,General,Lok Sabha,INC,Road,Culvert Construction,1529403.96,1636063.48,1695312.6,30,27,1,1,1,1,3,0,clean,0.0362,0,10.85
W000807,487,Smt Hema Malini,Uttar Pradesh,Ghaziabad,MATHURA,General,Lok Sabha,INC,Water Supply,RO Plant Installation,672851.26,1053007.11,1046983.24,58,94,1,1,1,2,10,1,vendor_anomaly,-0.0057,36,55.6
W000857,487,Smt Hema Malini,Uttar Pradesh,Shahjahanpur,MATHURA,General,Lok Sabha,INC,Education,Boundary Wall Construction,951047.33,1542464.94,1678355.33,68,149,1,1,0,1,13,1,vendor_anomaly,0.0881,81,76.47
W001271,487,Smt Hema Malini,Uttar Pradesh,Etawah,MATHURA,General,Lok Sabha,INC,Healthcare,Sub-Centre Construction,2052978.57,4985483.07,6584664.26,99,100,1,1,1,0,5,1,cost_anomaly,0.3208,1,220.74
W002032,487,Smt Hema Malini,Uttar Pradesh,Bareilly,MATHURA,General,Lok Sabha,INC,Healthcare,Community Health Centre Upgrade,2173561.77,2101700.98,2174186.71,162,155,1,1,1,0,1,0,clean,0.0345,0,0.03
