mp_id,mp_name,state,constituency,party,house,annual_allocation,total_works,anomalous_works,total_expenditure,avg_work_risk,flagged_works_count,fraud_rate,utilization_pct,underutilization_risk,mp_risk_score,risk_tier
MP0256,MP Representative 256,Haryana,Constituency 256,BJD,Lok Sabha,147000000,28,13,110081566.84,30.291071428571428,13,46.42857142857143,74.88541961904762,7.671870571428563,30.28,High Risk
MP0437,MP Representative 437,Manipur,Constituency 437,DMK,Lok Sabha,147000000,27,11,96683580.81,26.528888888888886,9,40.74074074074074,65.77114340816327,21.343284887755097,30.21,Moderate Risk
MP0014,MP Representative 014,Andaman and Nicobar Islands,Constituency 014,AAP,Lok Sabha,147000000,28,9,77651947.68,21.509999999999998,9,32.142857142857146,52.82445420408164,40.76331869387754,30.04,Moderate Risk
MP0109,MP Representative 109,Andaman and Nicobar Islands,Constituency 109,INC,Lok Sabha,147000000,28,10,84671066.25,22.760714285714283,8,35.714285714285715,57.59936479591836,33.60095280612246,30.0,Moderate Risk
MP0154,MP Representative 154,Andaman and Nicobar Islands,Constituency 154,TDP,Lok Sabha,147000000,28,11,93299475.96000001,24.81107142857143,11,39.285714285714285,63.46903126530613,24.796453102040807,29.87,Moderate Risk
MP0077,MP Representative 077,Manipur,Constituency 077,DMK,Lok Sabha,147000000,28,10,88498384.25,23.643571428571427,10,35.714285714285715,60.20298248299319,29.69552627551021,29.38,Moderate Risk
MP0429,MP Representative 429,Andaman and Nicobar Islands,Constituency 429,YSRCP,Lok Sabha,147000000,27,10,92851596.95,25.253703703703703,10,37.03703703703704,63.164351666666676,25.253472499999987,29.38,Moderate Risk
MP0244,MP Representative 244,Andaman and Nicobar Islands,Constituency 244,BJD,Lok Sabha,147000000,28,10,89029596.42,23.411785714285713,9,35.714285714285715,60.564351306122454,29.15347304081632,29.15,Moderate Risk
MP0038,MP Representative 038,Sikkim,Constituency 038,AAP,Lok Sabha,147000000,28,11,98304622.0,26.13714285714286,11,39.285714285714285,66.87389251700681,19.689161224489787,29.13,Moderate Risk
MP0342,MP Representative 342,Manipur,Constituency 342,SP,Lok Sabha,122500000,28,9,67654883.76,21.275714285714287,9,32.142857142857146,55.22847653877552,37.15728519183672,29.05,Moderate Risk
MP0404,MP Representative 404,Andaman and Nicobar Islands,Constituency 404,RJD,Lok Sabha,147000000,27,10,92532651.22,23.517777777777777,10,37.03703703703704,62.94738178231293,25.578927326530604,28.76,Moderate Risk
MP0335,MP Representative 335,Andhra Pradesh,Constituency 335,Other,Rajya Sabha,147000000,28,10,91010503.8,23.552500000000002,9,35.714285714285715,61.911907346938776,27.132138979591836,28.7,Moderate Risk
MP0334,MP Representative 334,Andaman and Nicobar Islands,Constituency 334,TDP,Lok Sabha,147000000,28,11,100382362.84,25.96892857142857,11,39.285714285714285,68.28732165986395,17.569017510204077,28.53,Moderate Risk
MP0290,MP Representative 290,Andhra Pradesh,Constituency 290,AAP,Rajya Sabha,147000000,28,11,100789812.88,25.647142857142857,11,39.285714285714285,68.56449855782313,17.153252163265307,28.3,Moderate Risk
MP0448,MP Representative 448,Sikkim,Constituency 448,BJD,Lok Sabha,147000000,27,10,94964110.95,23.72962962962963,9,37.03703703703704,64.60143602040816,23.097845969387762,28.23,Moderate Risk
MP0010,MP Representative 010,Andhra Pradesh,Constituency 010,TDP,Rajya Sabha,147000000,28,8,75057065.81,18.423928571428572,8,28.57142857142857,51.059228442176874,43.41115733673469,28.22,Moderate Risk
MP0216,MP Representative 216,Haryana,Constituency 216,BJP,Lok Sabha,165000000,28,10,104175814.4,23.44,9,35.714285714285715,63.136857212121214,25.29471418181818,28.2,Moderate Risk
MP0111,MP Representative 111,Haryana,Constituency 111,TMC,Lok Sabha,147000000,28,11,101795418.69,26.028928571428573,10,39.285714285714285,69.24858414285714,16.12712378571429,28.19,Moderate Risk
MP0087,MP Representative 087,Manipur,Constituency 087,TMC,Lok Sabha,147000000,28,10,92291079.99,22.505714285714284,9,35.714285714285715,62.78304761224489,25.82542858163266,27.96,Moderate Risk
MP0267,MP Representative 267,Manipur,Constituency 267,TMC,Lok Sabha,147000000,28,10,95521688.9,24.285,9,35.714285714285715,64.98074074829933,22.52888887755101,27.85,Moderate Risk
MP0371,MP Representative 371,Haryana,Constituency 371,Other,Lok Sabha,147000000,27,8,82051849.66,19.642962962962965,7,29.629629629629626,55.817584802721086,36.27362279591837,27.3,Moderate Risk
MP0107,MP Representative 107,Manipur,Constituency 107,Other,Lok Sabha,147000000,28,10,97201852.54,23.124642857142856,9,35.714285714285715,66.12370921088436,20.814436183673465,26.95,Moderate Risk
MP0324,MP Representative 324,Andaman and Nicobar Islands,Constituency 324,BJP,Lok Sabha,122500000,28,11,86508836.76,24.099642857142857,9,39.285714285714285,70.61945857959185,14.070812130612225,26.91,Moderate Risk
MP0294,MP Representative 294,Andaman and Nicobar Islands,Constituency 294,SP,Lok Sabha,147000000,28,8,82034644.78,19.360357142857143,7,28.57142857142857,55.805880802721084,36.29117879591837,26.82,Moderate Risk
MP0385,MP Representative 385,Andhra Pradesh,Constituency 385,INC,Rajya Sabha,147000000,27,10,102449096.45,24.66074074074074,8,37.03703703703704,69.69326289115646,15.460105663265303,26.69,Moderate Risk
MP0358,MP Representative 358,Sikkim,Constituency 358,TDP,Lok Sabha,147000000,28,10,98248021.93,22.76214285714286,8,35.714285714285715,66.83538906802721,19.746916397959183,26.54,Moderate Risk
MP0159,MP Representative 159,Andaman and Nicobar Islands,Constituency 159,TMC,Lok Sabha,147000000,28,9,89918756.61,20.525000000000002,8,32.142857142857146,61.16922218367347,28.246166724489797,26.52,Moderate Risk
MP0476,MP Representative 476,Haryana,Constituency 476,RJD,Lok Sabha,147000000,27,9,94501822.5,22.26666666666667,9,33.33333333333333,64.28695408163266,23.569568877551013,26.47,Moderate Risk
MP0001,MP Representative 001,Haryana,Constituency 001,INC,Lok Sabha,147000000,28,8,82728092.5,18.849642857142857,8,28.57142857142857,56.27761394557823,35.58357908163265,26.44,Moderate Risk
MP0397,MP Representative 397,Manipur,Constituency 397,INC,Lok Sabha,147000000,27,8,86876324.86,20.48111111111111,8,29.629629629629626,59.09954072108844,31.350688918367343,26.4,Moderate Risk
MP0210,MP Representative 210,Andhra Pradesh,Constituency 210,SP,Rajya Sabha,147000000,28,10,100069954.01,23.405357142857145,10,35.714285714285715,68.0747986462585,17.88780203061225,26.33,Moderate Risk
MP0044,MP Representative 044,Andaman and Nicobar Islands,Constituency 044,RJD,Lok Sabha,147000000,28,10,100733652.53,22.655714285714286,9,35.714285714285715,68.52629423809525,17.21055864285713,25.86,Moderate Risk
MP0164,MP Representative 164,Andaman and Nicobar Islands,Constituency 164,RJD,Lok Sabha,147000000,28,8,86674616.89,19.59392857142857,8,28.57142857142857,58.962324414965984,31.556513377551024,25.73,Moderate Risk
MP0227,MP Representative 227,Manipur,Constituency 227,Other,Lok Sabha,147000000,28,9,95163707.15,21.5225,9,32.142857142857146,64.73721574829932,22.89417637755102,25.58,Moderate Risk
MP0150,MP Representative 150,Andhra Pradesh,Constituency 150,SP,Rajya Sabha,147000000,28,9,95923984.12,21.271428571428572,9,32.142857142857146,65.2544109659864,22.118383551020408,25.29,Moderate Risk
MP0479,MP Representative 479,Andaman and Nicobar Islands,Constituency 479,Other,Lok Sabha,147000000,27,11,120906346.99,26.339629629629627,11,40.74074074074074,82.24921563945577,0.0,24.8,Moderate Risk
MP0416,MP Representative 416,Haryana,Constituency 416,RJD,Lok Sabha,147000000,27,9,102830418.97,22.89777777777778,8,33.33333333333333,69.9526659659864,15.071001051020403,24.59,Moderate Risk
MP0512,MP Representative 512,Manipur,Constituency 512,RJD,Lok Sabha,147000000,27,7,84834747.78999999,17.805555555555557,7,25.925925925925924,57.710712782312925,33.43393082653061,24.55,Moderate Risk
MP0190,MP Representative 190,Andhra Pradesh,Constituency 190,TDP,Rajya Sabha,147000000,28,10,108757103.45,24.240714285714287,10,35.714285714285715,73.98442411564626,9.023363826530606,24.45,Moderate Risk
MP0444,MP Representative 444,Andaman and Nicobar Islands,Constituency 444,BJP,Lok Sabha,147000000,27,7,85904585.32,17.838148148148147,6,25.925925925925924,58.43849341496599,32.342259877551015,24.29,Moderate Risk
MP0297,MP Representative 297,Manipur,Constituency 297,YSRCP,Lok Sabha,165000000,28,7,95747929.96,17.184642857142858,6,25.0,58.029048460606056,32.95642730909091,23.86,Moderate Risk
MP0153,MP Representative 153,Sikkim,Constituency 153,YSRCP,Lok Sabha,245000000,28,9,181674137.99,24.08857142857143,8,32.142857142857146,74.15270938367348,8.770935924489777,23.08,Moderate Risk
MP0084,MP Representative 084,Andaman and Nicobar Islands,Constituency 084,BJP,Lok Sabha,147000000,28,6,81570082.81,15.526785714285714,6,21.428571428571427,55.489852251700675,36.76522162244899,22.9,Moderate Risk
MP0141,MP Representative 141,Haryana,Constituency 141,YSRCP,Lok Sabha,147000000,28,8,99581678.49,19.849285714285713,8,28.57142857142857,67.74263842857142,18.386042357142863,22.54,Moderate Risk
MP0380,MP Representative 380,Andhra Pradesh,Constituency 380,RJD,Rajya Sabha,147000000,27,8,104266653.78,20.12851851851852,7,29.629629629629626,70.9296964489796,13.605455326530603,21.82,Moderate Risk
MP0292,MP Representative 292,Manipur,Constituency 292,BJD,Lok Sabha,147000000,28,7,95521223.98,18.078214285714285,7,25.0,64.98042447619048,22.529363285714282,21.61,Moderate Risk
MP0417,MP Representative 417,Manipur,Constituency 417,YSRCP,Lok Sabha,147000000,27,5,80198596.13,13.731111111111112,5,18.51851851851852,54.55686811564625,38.16469782653062,21.52,Moderate Risk
MP0364,MP Representative 364,Andaman and Nicobar Islands,Constituency 364,BJD,Lok Sabha,147000000,28,7,96437822.03999999,18.162142857142857,7,25.0,65.60396057142856,21.594059142857162,21.41,Moderate Risk
MP0187,MP Representative 187,Manipur,Constituency 187,JD(U),Lok Sabha,147000000,28,7,97730772.58,18.40607142857143,7,25.0,66.48351876190476,20.274721857142858,21.18,Moderate Risk
MP0157,MP Representative 157,Manipur,Constituency 157,INC,Lok Sabha,147000000,28,6,89585956.49,16.03642857142857,6,21.428571428571427,60.94282754421768,28.585758683673482,21.06,Moderate Risk
MP0317,MP Representative 317,Manipur,Constituency 317,DMK,Lok Sabha,147000000,28,6,87837030.36,14.752142857142857,6,21.428571428571427,59.75308187755102,30.370377183673472,20.99,Moderate Risk
MP0095,MP Representative 095,Andhra Pradesh,Constituency 095,Other,Rajya Sabha,147000000,28,7,96852399.86,16.898571428571426,7,25.0,65.88598629931973,21.171020551020412,20.8,Moderate Risk
MP0011,MP Representative 011,Haryana,Constituency 011,Other,Lok Sabha,147000000,28,6,91083161.08,15.0875,6,21.428571428571427,61.961334068027206,27.05799889795919,20.3,Moderate Risk
MP0105,MP Representative 105,Andhra Pradesh,Constituency 105,YSRCP,Rajya Sabha,147000000,28,5,85261557.52,14.086785714285714,5,17.857142857142858,58.00105953741497,32.998410693877545,20.13,Moderate Risk
MP0091,MP Representative 091,Haryana,Constituency 091,JD(U),Lok Sabha,147000000,28,6,93530240.17999999,15.170714285714286,3,21.428571428571427,63.62601372789115,24.560979408163277,19.71,Moderate Risk
MP0374,MP Representative 374,Andaman and Nicobar Islands,Constituency 374,AAP,Lok Sabha,147000000,27,5,87600228.0,13.898148148148149,4,18.51851851851852,59.59199183673469,30.61201224489796,19.69,Moderate Risk
MP0202,MP Representative 202,Manipur,Constituency 202,TDP,Lok Sabha,147000000,28,4,79919997.13,11.2875,4,14.285714285714285,54.36734498639455,38.44898252040818,19.13,Moderate Risk
MP0076,MP Representative 076,Haryana,Constituency 076,BJD,Lok Sabha,147000000,28,5,91090901.47,13.516785714285716,5,17.857142857142858,61.96659963945578,27.05010054081633,18.42,Moderate Risk
MP0176,MP Representative 176,Haryana,Constituency 176,RJD,Lok Sabha,147000000,28,4,92387914.7,12.417142857142858,4,14.285714285714285,62.84892156462585,25.72661765306123,16.4,Moderate Risk
MP0277,MP Representative 277,Manipur,Constituency 277,INC,Lok Sabha,147000000,28,6,147524017.72,18.459642857142857,6,21.428571428571427,100.35647463945578,0.0,14.88,Clean / Exemplary
MP0278,MP Representative 278,Sikkim,Constituency 278,AAP,Lok Sabha,147000000,28,6,123597122.14,16.38642857142857,6,21.428571428571427,84.07967492517007,0.0,14.05,Clean / Exemplary
MP0401,MP Representative 401,Haryana,Constituency 401,DMK,Lok Sabha,147000000,27,5,128154127.53,16.118148148148148,5,18.51851851851852,87.17967859183673,0.0,12.93,Clean / Exemplary
MP0207,MP Representative 207,Manipur,Constituency 207,TMC,Lok Sabha,245000000,28,4,216475595.75,19.724999999999998,4,14.285714285714285,88.35738602040817,0.0,12.89,Clean / Exemplary
MP0209,MP Representative 209,Andaman and Nicobar Islands,Constituency 209,DMK,Lok Sabha,147000000,28,5,117674131.36,16.0775,5,17.857142857142858,80.05042949659864,0.0,12.68,Clean / Exemplary
MP0172,MP Representative 172,Manipur,Constituency 172,BJD,Lok Sabha,147000000,28,5,121036652.68,15.685357142857143,5,17.857142857142858,82.3378589659864,0.0,12.52,Clean / Exemplary
MP0263,MP Representative 263,Sikkim,Constituency 263,Other,Lok Sabha,147000000,28,5,130993728.92,14.957142857142857,5,17.857142857142858,89.11138021768707,0.0,12.23,Clean / Exemplary
MP0369,MP Representative 369,Andaman and Nicobar Islands,Constituency 369,YSRCP,Lok Sabha,165000000,27,4,136261809.71,15.041111111111112,4,14.814814814814813,82.58291497575757,0.0,11.2,Clean / Exemplary
MP0527,MP Representative 527,Manipur,Constituency 527,Other,Lok Sabha,147000000,27,4,133654847.51,14.78888888888889,4,14.814814814814813,90.92166497278912,0.0,11.1,Clean / Exemplary
MP0521,MP Representative 521,Haryana,Constituency 521,DMK,Lok Sabha,147000000,27,4,133553097.06,14.57777777777778,4,14.814814814814813,90.85244697959183,0.0,11.02,Clean / Exemplary
MP0067,MP Representative 067,Manipur,Constituency 067,JD(U),Lok Sabha,147000000,28,4,131597764.03,15.001785714285715,4,14.285714285714285,89.52228845578232,0.0,11.0,Clean / Exemplary
MP0128,MP Representative 128,Sikkim,Constituency 128,RJD,Lok Sabha,147000000,28,4,156145647.85,14.372142857142858,4,14.285714285714285,106.22152914965986,0.0,10.75,Clean / Exemplary
MP0306,MP Representative 306,Haryana,Constituency 306,SP,Lok Sabha,165000000,28,4,136755408.68,13.174999999999999,4,14.285714285714285,82.88206586666668,0.0,10.27,Clean / Exemplary
MP0312,MP Representative 312,Manipur,Constituency 312,BJP,Lok Sabha,147000000,28,4,122352793.71000001,12.540714285714285,4,14.285714285714285,83.233193,0.0,10.02,Clean / Exemplary
MP0059,MP Representative 059,Andaman and Nicobar Islands,Constituency 059,Other,Lok Sabha,147000000,28,4,123512959.49,12.416428571428572,4,14.285714285714285,84.0224214217687,0.0,9.97,Clean / Exemplary
MP0503,MP Representative 503,Sikkim,Constituency 503,Other,Lok Sabha,147000000,27,3,142565662.48,13.744814814814815,3,11.11111111111111,96.98344386394557,0.0,9.39,Clean / Exemplary
MP0302,MP Representative 302,Manipur,Constituency 302,AAP,Lok Sabha,147000000,28,3,150123544.45,13.500357142857142,3,10.714285714285714,102.124860170068,0.0,9.15,Clean / Exemplary
MP0541,MP Representative 541,Haryana,Constituency 541,INC,Lok Sabha,147000000,27,3,141558313.14,13.135185185185184,3,11.11111111111111,96.29817220408162,0.0,9.14,Clean / Exemplary
MP0225,MP Representative 225,Andhra Pradesh,Constituency 225,YSRCP,Rajya Sabha,165000000,28,3,153066528.22,13.391785714285714,3,10.714285714285714,92.76759286060606,0.0,9.11,Clean / Exemplary
MP0148,MP Representative 148,Sikkim,Constituency 148,BJD,Lok Sabha,147000000,28,3,145743493.95,12.668928571428571,3,10.714285714285714,99.14523397959184,0.0,8.82,Clean / Exemplary
MP0458,MP Representative 458,Sikkim,Constituency 458,AAP,Lok Sabha,147000000,27,3,124170995.17,11.575555555555557,3,11.11111111111111,84.4700647414966,0.0,8.52,Clean / Exemplary
MP0343,MP Representative 343,Sikkim,Constituency 343,JD(U),Lok Sabha,147000000,28,3,128782420.38,11.768928571428571,3,10.714285714285714,87.60708869387754,0.0,8.46,Clean / Exemplary
MP0532,MP Representative 532,Manipur,Constituency 532,BJD,Lok Sabha,147000000,27,3,131734888.65,11.425555555555556,3,11.11111111111111,89.6155705102041,0.0,8.46,Clean / Exemplary
MP0028,MP Representative 028,Sikkim,Constituency 028,BJD,Lok Sabha,147000000,28,3,131062313.47,11.609285714285715,3,10.714285714285714,89.15803637414966,0.0,8.39,Clean / Exemplary
MP0286,MP Representative 286,Haryana,Constituency 286,TDP,Lok Sabha,147000000,28,3,133982023.73,11.361428571428572,3,10.714285714285714,91.14423382993198,0.0,8.29,Clean / Exemplary
MP0096,MP Representative 096,Haryana,Constituency 096,BJP,Lok Sabha,147000000,28,3,131270195.78,11.359285714285715,3,10.714285714285714,89.29945291156463,0.0,8.29,Clean / Exemplary
MP0258,MP Representative 258,Sikkim,Constituency 258,SP,Lok Sabha,147000000,28,3,119442093.57,11.09,3,10.714285714285714,81.25312487755102,0.0,8.19,Clean / Exemplary
MP0139,MP Representative 139,Andaman and Nicobar Islands,Constituency 139,JD(U),Lok Sabha,147000000,28,3,119411313.35,11.078571428571427,3,10.714285714285714,81.23218595238096,0.0,8.18,Clean / Exemplary
MP0110,MP Representative 110,Andhra Pradesh,Constituency 110,AAP,Rajya Sabha,147000000,28,3,118768869.49,10.876428571428573,3,10.714285714285714,80.79514931292516,0.0,8.1,Clean / Exemplary
MP0229,MP Representative 229,Andaman and Nicobar Islands,Constituency 229,INC,Lok Sabha,147000000,28,3,121284864.09,10.826071428571428,3,10.714285714285714,82.50671026530613,0.0,8.08,Clean / Exemplary
MP0042,MP Representative 042,Manipur,Constituency 042,SP,Lok Sabha,147000000,28,3,122518585.33,10.558571428571428,3,10.714285714285714,83.34597641496599,0.0,7.97,Clean / Exemplary
MP0483,MP Representative 483,Sikkim,Constituency 483,TMC,Lok Sabha,147000000,27,2,112787227.64,10.019629629629629,2,7.4074074074074066,76.72600519727891,4.910992204081637,7.83,Moderate Risk
MP0533,MP Representative 533,Sikkim,Constituency 533,DMK,Lok Sabha,147000000,27,2,138560291.23,11.131111111111112,2,7.4074074074074066,94.2587015170068,0.0,7.05,Clean / Exemplary
MP0259,MP Representative 259,Andaman and Nicobar Islands,Constituency 259,JD(U),Lok Sabha,147000000,28,2,140682345.87,11.135000000000002,2,7.142857142857142,95.70227610204081,0.0,6.95,Clean / Exemplary
MP0186,MP Representative 186,Haryana,Constituency 186,SP,Lok Sabha,147000000,28,2,135307270.78,10.891071428571427,2,7.142857142857142,92.04576243537414,0.0,6.86,Clean / Exemplary
MP0217,MP Representative 217,Manipur,Constituency 217,INC,Lok Sabha,147000000,28,2,137801352.99,10.326071428571428,2,7.142857142857142,93.74241700000002,0.0,6.63,Clean / Exemplary
MP0383,MP Representative 383,Sikkim,Constituency 383,Other,Lok Sabha,147000000,27,2,127541174.9,10.063703703703705,2,7.4074074074074066,86.76270401360546,0.0,6.62,Clean / Exemplary
MP0484,MP Representative 484,Andaman and Nicobar Islands,Constituency 484,BJD,Lok Sabha,147000000,27,2,128255322.61,9.963703703703702,2,7.4074074074074066,87.24851878231293,0.0,6.58,Clean / Exemplary
MP0052,MP Representative 052,Manipur,Constituency 052,BJD,Lok Sabha,147000000,28,2,115399641.16,8.8,2,7.142857142857142,78.50315725170067,2.2452641224489938,6.58,Clean / Exemplary
MP0352,MP Representative 352,Manipur,Constituency 352,BJD,Lok Sabha,147000000,28,2,124229162.86,9.882857142857143,2,7.142857142857142,84.50963459863947,0.0,6.45,Clean / Exemplary
MP0173,MP Representative 173,Sikkim,Constituency 173,DMK,Lok Sabha,147000000,28,2,119393255.96,9.862857142857143,2,7.142857142857142,81.21990201360543,0.0,6.45,Clean / Exemplary
MP0348,MP Representative 348,Sikkim,Constituency 348,BJP,Lok Sabha,147000000,28,2,133507275.22,9.85,2,7.142857142857142,90.82127565986394,0.0,6.44,Clean / Exemplary
MP0248,MP Representative 248,Sikkim,Constituency 248,RJD,Lok Sabha,147000000,28,2,127655652.17999999,9.584642857142857,2,7.142857142857142,86.84057971428571,0.0,6.33,Clean / Exemplary
MP0132,MP Representative 132,Manipur,Constituency 132,BJP,Lok Sabha,147000000,28,2,117943033.12,9.204285714285714,2,7.142857142857142,80.23335586394558,0.0,6.18,Clean / Exemplary
MP0510,MP Representative 510,Andhra Pradesh,Constituency 510,SP,Rajya Sabha,147000000,27,2,118922506.88,8.534074074074073,2,7.4074074074074066,80.89966454421769,0.0,6.01,Clean / Exemplary
MP0108,MP Representative 108,Sikkim,Constituency 108,BJP,Lok Sabha,122500000,28,2,109708102.91,7.929642857142857,2,7.142857142857142,89.55763502857143,0.0,5.67,Clean / Exemplary
MP0430,MP Representative 430,Andhra Pradesh,Constituency 430,TDP,Rajya Sabha,147000000,27,1,140987905.84,9.39,1,3.7037037037037033,95.91014002721089,0.0,5.05,Clean / Exemplary
MP0399,MP Representative 399,Andaman and Nicobar Islands,Constituency 399,TMC,Lok Sabha,147000000,27,1,129341184.73,9.017777777777777,1,3.7037037037037033,87.98720049659863,0.0,4.9,Clean / Exemplary
MP0496,MP Representative 496,Haryana,Constituency 496,BJD,Lok Sabha,147000000,27,1,131691899.99,8.912222222222223,1,3.7037037037037033,89.58632652380952,0.0,4.86,Clean / Exemplary
MP0438,MP Representative 438,Sikkim,Constituency 438,SP,Lok Sabha,147000000,27,1,124808855.8,7.99037037037037,1,3.7037037037037033,84.90398353741496,0.0,4.49,Clean / Exemplary
MP0339,MP Representative 339,Andaman and Nicobar Islands,Constituency 339,TMC,Lok Sabha,147000000,28,1,131318990.37,7.967142857142856,1,3.571428571428571,89.33264651020409,0.0,4.44,Clean / Exemplary
MP0474,MP Representative 474,Andaman and Nicobar Islands,Constituency 474,SP,Lok Sabha,147000000,27,1,120408808.78999999,7.488148148148149,1,3.7037037037037033,81.91075427891155,0.0,4.29,Clean / Exemplary
MP0435,MP Representative 435,Andhra Pradesh,Constituency 435,TMC,Rajya Sabha,147000000,27,0,134230614.43,6.742962962962963,0,0.0,91.31334314965986,0.0,2.7,Clean / Exemplary
MP0247,MP Representative 247,Manipur,Constituency 247,JD(U),Lok Sabha,147000000,28,0,136492636.33,6.666785714285714,0,0.0,92.85213355782314,0.0,2.67,Clean / Exemplary
