work_id,mp_id,state,district,constituency,work_category,work_subcategory,work_description,estimated_cost_inr,sanctioned_cost_inr,actual_expenditure_inr,recommendation_date,sanction_date,work_order_date,expected_completion_days,actual_completion_days,status,implementing_agency_id,contractor_id,latitude,longitude,inspection_done,photo_available,photo_location_match,similar_work_count_500m,payment_count,fraud_label,anomaly_type
MPLADS-W012421,MP0447,Manipur,District 087,Constituency 447,Health,Clinic Building,Clinic Building for public use in Constituency 447,2392976.36,2366669.52,2290978.95,2025-03-29,2025-05-14,2025-08-20,111,87,In Progress,AG0089,V00043,29.969847,89.42793,1,1,1,0,3,0,none
MPLADS-W012422,MP0447,Manipur,District 087,Constituency 447,Water,Water Tank,Water Tank for public use in Constituency 447,1535485.69,1497225.31,1514334.56,2024-05-12,2024-10-04,2025-01-19,269,275,Completed,AG0089,V00060,29.872154,89.230215,1,1,1,0,2,0,none
MPLADS-W012423,MP0447,Manipur,District 087,Constituency 447,Education,School Building,School Building for public use in Constituency 447,1419353.0,1454359.96,1440368.29,2024-07-01,2024-10-24,2025-02-21,145,250,In Progress,AG0124,V00001,29.856405,89.224562,0,1,1,0,4,1,delay_anomaly
MPLADS-W012424,MP0447,Manipur,District 087,Constituency 447,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 447,2332138.02,3728645.97,4754487.57,2024-06-12,2024-09-29,2025-01-25,218,243,In Progress,AG0124,V00001,30.028805,89.236417,1,1,1,1,3,1,cost_anomaly
MPLADS-W012425,MP0447,Manipur,District 087,Constituency 447,Electricity,Street Lighting,Street Lighting for public use in Constituency 447,887534.9,887999.41,877179.66,2024-04-18,2024-09-08,2024-12-27,97,387,Completed,AG0124,V00043,29.875393,89.225174,0,1,1,0,5,1,delay_anomaly
MPLADS-W012426,MP0447,Manipur,District 087,Constituency 447,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 447,1699389.32,1826953.97,1444710.73,2025-02-25,2025-08-07,2025-10-04,239,451,In Progress,AG0124,V00060,29.969508,89.411161,1,1,1,0,2,1,delay_anomaly
MPLADS-W012427,MP0447,Manipur,District 087,Constituency 447,Water,Water Tank,Water Tank for public use in Constituency 447,1327209.8,1460529.52,1653931.54,2024-09-06,2024-10-12,2024-11-25,251,338,Completed,AG0124,V00043,29.941719,89.46586,0,1,0,0,6,1,ghost_asset
MPLADS-W012428,MP0447,Manipur,District 087,Constituency 447,Road,Road Repair,Road Repair for public use in Constituency 447,987386.02,978140.46,903072.32,2025-02-17,2025-03-24,2025-05-29,159,158,Completed,AG0124,V00043,29.864769,89.316871,1,1,1,0,4,0,none
MPLADS-W012429,MP0447,Manipur,District 087,Constituency 447,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 447,1356709.13,1382976.1,1323244.34,2024-10-11,2025-02-06,2025-05-09,97,96,In Progress,AG0089,V00043,29.982286,89.456257,0,1,1,4,6,1,duplicate_work
MPLADS-W012430,MP0447,Manipur,District 087,Constituency 447,Education,School Library,School Library for public use in Constituency 447,1218313.33,1334424.21,1516347.02,2025-03-08,2025-06-13,2025-08-15,156,211,Completed,AG0019,V00060,30.039229,89.466337,0,0,0,0,8,1,ghost_asset
MPLADS-W012431,MP0447,Manipur,District 087,Constituency 447,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 447,1271713.61,1262409.78,1140568.38,2025-05-15,2025-11-11,2026-02-14,96,283,Completed,AG0124,V00001,29.883886,89.253702,0,1,1,0,3,1,delay_anomaly
MPLADS-W012432,MP0447,Manipur,District 087,Constituency 447,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 447,1328156.49,1296569.3,976757.83,2024-09-29,2025-03-27,2025-06-08,162,407,In Progress,AG0019,V00001,30.037343,89.43656,1,1,1,0,4,1,delay_anomaly
MPLADS-W012433,MP0447,Manipur,District 087,Constituency 447,Road,Culvert Construction,Culvert Construction for public use in Constituency 447,2370944.69,2609256.47,3117973.86,2025-04-19,2025-08-03,2025-11-21,200,323,Completed,AG0019,V00060,29.827997,89.339445,0,1,0,0,5,1,ghost_asset
MPLADS-W012434,MP0447,Manipur,District 087,Constituency 447,Health,Clinic Building,Clinic Building for public use in Constituency 447,928862.98,913183.76,696159.67,2024-07-18,2024-12-11,2025-01-11,161,378,Completed,AG0124,V00001,29.941385,89.316628,1,0,1,0,5,1,delay_anomaly
MPLADS-W012435,MP0447,Manipur,District 087,Constituency 447,Water,Borewell,Borewell for public use in Constituency 447,1450214.91,1419248.22,1402895.67,2024-09-18,2024-11-30,2025-03-11,90,256,In Progress,AG0089,V00043,29.8553,89.419014,0,1,1,0,5,1,delay_anomaly
MPLADS-W012436,MP0448,Sikkim,District 088,Constituency 448,Community,Bus Shelter,Bus Shelter for public use in Constituency 448,2398481.99,2396312.8,2074916.93,2024-10-06,2024-11-29,2024-12-20,173,384,Completed,AG0068,V00207,32.670468,79.153308,0,1,1,0,5,1,delay_anomaly
MPLADS-W012437,MP0448,Sikkim,District 088,Constituency 448,Education,Smart Classroom,Smart Classroom for public use in Constituency 448,3834735.4,3715396.08,3637219.7,2024-09-16,2024-10-25,2024-12-04,235,209,Completed,AG0068,V00207,32.660356,78.997458,1,1,1,0,2,0,none
MPLADS-W012438,MP0448,Sikkim,District 088,Constituency 448,Education,School Library,School Library for public use in Constituency 448,1723778.55,1749636.38,1733756.06,2024-06-18,2024-07-13,2024-08-13,116,131,In Progress,AG0095,V00141,32.462944,79.15752,1,1,1,0,3,0,none
MPLADS-W012439,MP0448,Sikkim,District 088,Constituency 448,Education,Smart Classroom,Smart Classroom for public use in Constituency 448,2416777.68,2507812.49,2511606.96,2024-06-23,2024-08-02,2024-08-17,109,121,Completed,AG0095,V00207,32.653197,79.036857,1,1,1,0,2,0,none
MPLADS-W012440,MP0448,Sikkim,District 088,Constituency 448,Road,Bridge Approach,Bridge Approach for public use in Constituency 448,3744477.32,3885820.78,4191733.25,2024-06-09,2024-07-28,2024-08-17,97,116,In Progress,AG0068,V00207,32.608003,78.90613,0,1,1,2,6,1,duplicate_work
MPLADS-W012441,MP0448,Sikkim,District 088,Constituency 448,Education,Smart Classroom,Smart Classroom for public use in Constituency 448,2216147.52,2286272.18,2393882.98,2025-01-27,2025-03-07,2025-04-04,183,221,In Progress,AG0068,V00141,32.628742,79.151592,0,1,1,6,5,1,duplicate_work
MPLADS-W012442,MP0448,Sikkim,District 088,Constituency 448,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 448,3392062.26,3327970.7,3294869.51,2025-03-25,2025-04-21,2025-05-29,135,105,In Progress,AG0095,V00061,32.577807,78.938748,1,1,1,0,2,0,none
MPLADS-W012443,MP0448,Sikkim,District 088,Constituency 448,Education,School Library,School Library for public use in Constituency 448,2940016.82,2985365.39,3041700.55,2025-05-29,2025-07-16,2025-08-12,125,96,Completed,AG0095,V00141,32.518656,78.898695,1,1,1,0,2,0,none
MPLADS-W012444,MP0448,Sikkim,District 088,Constituency 448,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 448,2917501.9,3181332.99,3590392.39,2024-07-01,2024-07-29,2024-08-18,168,196,In Progress,AG0015,V00061,32.492674,78.925598,0,1,1,5,6,1,duplicate_work
MPLADS-W012445,MP0448,Sikkim,District 088,Constituency 448,Community,Public Facility,Public Facility for public use in Constituency 448,4009802.31,3954959.86,3775838.32,2024-08-15,2024-09-17,2024-10-19,219,203,Completed,AG0068,V00061,32.571872,79.09778,1,1,1,0,3,0,none
MPLADS-W012446,MP0448,Sikkim,District 088,Constituency 448,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 448,3148264.48,4580920.82,6469378.61,2024-11-12,2024-12-17,2025-01-02,205,248,In Progress,AG0068,V00061,32.488366,78.972574,1,1,1,0,3,1,cost_anomaly
MPLADS-W012447,MP0448,Sikkim,District 088,Constituency 448,Sports,Playground,Playground for public use in Constituency 448,4172631.48,4195982.97,3916890.23,2024-10-06,2024-10-27,2024-11-11,147,136,Completed,AG0095,V00141,32.66375,79.094159,1,1,1,0,3,0,none
MPLADS-W012448,MP0448,Sikkim,District 088,Constituency 448,Sports,Stadium Pavilion,Stadium Pavilion for public use in Constituency 448,4934880.9,4855766.82,4786889.88,2024-09-30,2024-10-24,2024-11-13,127,100,Completed,AG0015,V00061,32.452004,79.044214,1,1,1,1,2,0,none
MPLADS-W012449,MP0448,Sikkim,District 088,Constituency 448,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 448,4800854.81,4951751.46,5094405.3,2024-05-31,2024-07-19,2024-08-19,162,146,Completed,AG0095,V00061,32.673182,79.036648,1,1,1,0,2,0,none
MPLADS-W012450,MP0448,Sikkim,District 088,Constituency 448,Community,Bus Shelter,Bus Shelter for public use in Constituency 448,2764086.67,2858656.21,2705242.26,2025-04-14,2025-06-07,2025-07-15,174,154,In Progress,AG0095,V00141,32.494161,79.179416,1,1,1,0,3,0,none
MPLADS-W012451,MP0448,Sikkim,District 088,Constituency 448,Education,School Building,School Building for public use in Constituency 448,2551895.92,2577684.99,2422377.4,2025-02-25,2025-04-03,2025-04-19,97,104,Completed,AG0015,V00141,32.439051,78.911414,1,1,1,0,4,0,none
MPLADS-W012452,MP0448,Sikkim,District 088,Constituency 448,Community,Public Facility,Public Facility for public use in Constituency 448,1812608.96,2923806.88,4115581.61,2025-08-02,2025-08-26,2025-09-11,126,161,In Progress,AG0068,V00140,32.390004,79.102803,0,1,0,0,6,1,cost_anomaly
MPLADS-W012453,MP0448,Sikkim,District 088,Constituency 448,Community,Bus Shelter,Bus Shelter for public use in Constituency 448,2231204.82,2202526.09,2048249.51,2024-07-02,2024-08-04,2024-09-09,231,206,Completed,AG0095,V00207,32.455396,79.03416,1,1,1,0,2,0,none
MPLADS-W012454,MP0448,Sikkim,District 088,Constituency 448,Water,Borewell,Borewell for public use in Constituency 448,5100863.8,5100798.06,5191599.77,2024-11-30,2025-01-18,2025-02-22,244,241,In Progress,AG0068,V00207,32.394678,79.020687,1,1,1,0,3,0,none
MPLADS-W012455,MP0448,Sikkim,District 088,Constituency 448,Education,School Building,School Building for public use in Constituency 448,1894510.94,1862792.55,1723678.09,2025-03-29,2025-04-22,2025-05-19,244,227,Completed,AG0068,V00141,32.488236,79.008385,1,1,1,0,2,0,none
MPLADS-W012456,MP0448,Sikkim,District 088,Constituency 448,Road,Bridge Approach,Bridge Approach for public use in Constituency 448,2882092.78,2968933.16,2629087.04,2024-07-31,2024-09-07,2024-10-01,255,379,Completed,AG0095,V00140,32.445824,78.944275,1,1,1,0,4,1,delay_anomaly
MPLADS-W012457,MP0448,Sikkim,District 088,Constituency 448,Sports,Playground,Playground for public use in Constituency 448,3329898.74,3261883.61,3205725.3,2025-04-06,2025-05-18,2025-06-02,137,112,Completed,AG0095,V00061,32.674086,78.884954,1,1,1,0,4,0,none
MPLADS-W012458,MP0448,Sikkim,District 088,Constituency 448,Water,Borewell,Borewell for public use in Constituency 448,3021355.75,3237852.28,3250954.01,2024-10-15,2024-11-09,2024-11-24,115,114,Completed,AG0095,V00207,32.524321,78.949941,0,1,1,6,3,1,duplicate_work
MPLADS-W012459,MP0448,Sikkim,District 088,Constituency 448,Road,Bridge Approach,Bridge Approach for public use in Constituency 448,4153695.18,4131402.66,4567973.63,2024-11-20,2024-12-21,2025-01-30,181,186,Completed,AG0068,V00141,32.524751,78.937236,0,1,1,2,3,1,duplicate_work
MPLADS-W012460,MP0448,Sikkim,District 088,Constituency 448,Education,School Building,School Building for public use in Constituency 448,3505857.94,3632130.99,3678230.87,2024-11-29,2024-12-28,2025-01-13,135,112,In Progress,AG0095,V00140,32.673534,78.979104,1,1,1,0,2,0,none
MPLADS-W012461,MP0448,Sikkim,District 088,Constituency 448,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 448,5195777.76,5151430.44,5036596.83,2025-01-28,2025-03-14,2025-04-21,160,144,Completed,AG0068,V00207,32.571106,79.164459,1,1,1,0,4,0,none
MPLADS-W012462,MP0448,Sikkim,District 088,Constituency 448,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 448,4610406.88,4823024.61,3875333.96,2025-01-20,2025-02-20,2025-03-24,202,423,Sanctioned,AG0068,V00140,32.540389,79.108607,0,0,1,0,3,1,delay_anomaly
MPLADS-W012463,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 449,1567929.37,1738829.36,1604374.49,2024-09-13,2025-02-17,2025-05-21,180,213,Completed,AG0035,V00013,29.411385,83.93949,0,1,0,2,6,1,ghost_asset
MPLADS-W012464,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 449,1875259.55,2234038.8,2746055.32,2024-07-15,2024-11-25,2025-01-10,137,245,In Progress,AG0003,V00013,29.436213,83.77984,1,1,1,3,6,1,vendor_anomaly
MPLADS-W012465,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Water,RO Plant,RO Plant for public use in Constituency 449,1160500.8,1188278.12,1270046.12,2024-11-02,2025-04-18,2025-07-14,112,122,Completed,AG0034,V00013,29.443745,83.795208,0,1,1,3,6,1,duplicate_work
MPLADS-W012466,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Water,RO Plant,RO Plant for public use in Constituency 449,1607191.17,1847498.85,2439746.62,2025-01-13,2025-03-22,2025-06-07,223,247,In Progress,AG0034,V00028,29.364584,83.83174,0,0,0,0,8,1,payment_anomaly
MPLADS-W012467,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 449,2331772.39,2468904.85,3172804.76,2025-01-19,2025-06-24,2025-09-18,180,244,Completed,AG0035,V00054,29.288077,83.866477,0,0,0,0,9,1,payment_anomaly
MPLADS-W012468,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Road,Road Construction,Road Construction for public use in Constituency 449,1645899.35,1737281.56,1669054.02,2024-07-15,2024-09-29,2024-12-03,150,139,Completed,AG0035,V00028,29.28502,83.798592,0,1,1,3,3,1,duplicate_work
MPLADS-W012469,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 449,1175965.39,1191549.61,1123317.1,2024-09-04,2025-02-25,2025-03-23,210,201,Completed,AG0034,V00028,29.310871,83.877189,1,1,1,0,2,0,none
MPLADS-W012470,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 449,920670.54,1221215.4,1447174.19,2024-06-20,2024-10-01,2024-12-03,205,258,In Progress,AG0034,V00013,29.368503,83.691422,1,1,1,0,5,1,cost_anomaly
MPLADS-W012471,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Education,School Library,School Library for public use in Constituency 449,1838256.71,1902373.09,1811476.52,2025-07-27,2025-09-12,2025-10-09,223,233,Completed,AG0003,V00054,29.267101,83.855292,1,1,1,0,4,0,none
MPLADS-W012472,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Sports,Stadium Pavilion,Stadium Pavilion for public use in Constituency 449,1344394.75,2000607.37,2350886.24,2024-06-22,2024-10-04,2024-12-15,245,255,Completed,AG0003,V00054,29.368496,83.921008,1,1,0,0,5,1,cost_anomaly
MPLADS-W012473,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 449,1284900.99,1986028.78,2724693.83,2024-09-29,2024-12-29,2025-02-06,270,328,In Progress,AG0035,V00054,29.341962,83.891226,0,1,0,0,3,1,cost_anomaly
MPLADS-W012474,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Community,Community Hall,Community Hall for public use in Constituency 449,1672854.88,1650542.93,1559248.88,2025-01-05,2025-03-02,2025-04-19,122,110,Completed,AG0003,V00054,29.33418,83.747168,1,1,1,1,4,0,none
MPLADS-W012475,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Road,Road Repair,Road Repair for public use in Constituency 449,1397917.13,2259303.39,3092527.83,2024-12-12,2025-04-05,2025-05-10,144,168,In Progress,AG0035,V00054,29.520705,83.708752,0,1,1,0,5,1,cost_anomaly
MPLADS-W012476,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 449,1828070.27,1802823.87,1833809.77,2024-09-30,2025-03-04,2025-05-22,152,125,Completed,AG0003,V00028,29.351639,83.904397,1,1,1,1,2,0,none
MPLADS-W012477,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Education,School Toilet,School Toilet for public use in Constituency 449,2412805.12,3194736.39,4091161.27,2024-06-04,2024-07-22,2024-08-16,185,342,Completed,AG0034,V00054,29.450796,83.783941,0,1,0,3,9,1,vendor_anomaly
MPLADS-W012478,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Water,Water Tank,Water Tank for public use in Constituency 449,1358201.35,1314919.12,1002175.94,2024-09-13,2024-12-21,2025-04-08,205,296,Sanctioned,AG0035,V00013,29.30012,83.761733,0,1,1,0,5,1,delay_anomaly
MPLADS-W012479,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 449,1703397.22,2753889.56,3383474.81,2024-09-19,2025-03-13,2025-07-09,247,292,Completed,AG0003,V00054,29.339268,83.792446,1,1,1,0,5,1,cost_anomaly
MPLADS-W012480,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Drainage,RCC Drain,RCC Drain for public use in Constituency 449,799797.81,1056645.19,1445953.59,2025-01-13,2025-06-07,2025-07-07,213,260,Completed,AG0003,V00054,29.356201,83.708231,0,1,1,0,6,1,cost_anomaly
MPLADS-W012481,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 449,2235315.54,3468166.54,4273141.76,2025-06-24,2025-09-22,2025-12-10,112,162,In Progress,AG0003,V00013,29.532143,83.948855,1,1,1,0,4,1,cost_anomaly
MPLADS-W012482,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Sports,Stadium Pavilion,Stadium Pavilion for public use in Constituency 449,1143749.1,1505066.1,1677610.27,2025-06-26,2025-09-22,2025-12-30,214,277,Completed,AG0003,V00054,29.461576,83.746468,1,1,1,3,6,1,vendor_anomaly
MPLADS-W012483,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 449,2206273.9,2159259.13,1532861.54,2025-05-27,2025-08-30,2025-12-07,130,440,Completed,AG0035,V00054,29.304487,83.80119,0,0,1,0,2,1,delay_anomaly
MPLADS-W012484,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Drainage,RCC Drain,RCC Drain for public use in Constituency 449,1076870.84,1109490.15,1101318.26,2024-08-06,2024-10-02,2025-01-02,163,188,Completed,AG0035,V00028,29.351428,83.948991,0,1,1,6,3,1,duplicate_work
MPLADS-W012485,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 449,916057.45,915301.62,929048.67,2024-10-28,2025-02-27,2025-04-09,184,195,Sanctioned,AG0034,V00013,29.372125,83.95779,1,1,1,0,3,0,none
MPLADS-W012486,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Community,Bus Shelter,Bus Shelter for public use in Constituency 449,1083972.66,1035917.02,740338.08,2024-08-20,2024-10-27,2025-02-14,122,336,In Progress,AG0034,V00013,29.44415,83.777398,0,1,1,0,4,1,delay_anomaly
MPLADS-W012487,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Water,Water Tank,Water Tank for public use in Constituency 449,1864641.2,3112336.75,4233992.5,2025-05-11,2025-07-10,2025-08-30,247,292,In Progress,AG0003,V00028,29.498877,83.737132,1,1,1,0,6,1,cost_anomaly
MPLADS-W012488,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 449,1267358.72,1263248.05,1165768.29,2025-03-13,2025-06-17,2025-09-21,185,187,Completed,AG0034,V00013,29.393737,83.886428,1,1,1,1,2,0,none
MPLADS-W012489,MP0449,Andaman and Nicobar Islands,District 089,Constituency 449,Sports,Stadium Pavilion,Stadium Pavilion for public use in Constituency 449,1418883.5,1500246.88,1497957.73,2024-06-16,2024-08-26,2024-10-18,143,190,Completed,AG0034,V00054,29.415254,83.820385,1,1,1,6,6,1,duplicate_work
MPLADS-W012490,MP0450,Andhra Pradesh,District 090,Constituency 450,Drainage,Drain Repair,Drain Repair for public use in Constituency 450,1458308.37,1665053.05,1508634.04,2024-07-27,2024-10-29,2024-12-04,190,251,Completed,AG0083,V00059,18.102314,84.954376,0,0,0,0,4,1,ghost_asset
MPLADS-W012491,MP0450,Andhra Pradesh,District 090,Constituency 450,Electricity,Electrification,Electrification for public use in Constituency 450,916567.99,1333903.24,1910009.66,2024-09-03,2024-11-12,2025-02-17,170,191,In Progress,AG0025,V00039,18.034966,84.952341,0,1,0,0,5,1,cost_anomaly
MPLADS-W012492,MP0450,Andhra Pradesh,District 090,Constituency 450,Road,Road Construction,Road Construction for public use in Constituency 450,1562082.87,1770854.88,1915517.14,2024-11-28,2025-03-24,2025-05-08,229,295,Completed,AG0083,V00059,18.131113,84.87888,0,0,0,1,5,1,ghost_asset
MPLADS-W012493,MP0450,Andhra Pradesh,District 090,Constituency 450,Water,Water Tank,Water Tank for public use in Constituency 450,774643.05,798752.4,658193.23,2025-06-26,2025-09-26,2025-12-08,100,372,Sanctioned,AG0025,V00011,17.865718,84.832746,1,1,1,0,2,1,delay_anomaly
MPLADS-W012494,MP0450,Andhra Pradesh,District 090,Constituency 450,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 450,1875349.86,1956339.0,1678550.71,2025-01-29,2025-05-22,2025-09-11,168,414,In Progress,AG0083,V00039,18.119739,84.853349,1,0,1,0,5,1,delay_anomaly
MPLADS-W012495,MP0450,Andhra Pradesh,District 090,Constituency 450,Water,RO Plant,RO Plant for public use in Constituency 450,1546638.81,1764604.79,1960160.99,2024-10-22,2025-03-29,2025-04-28,133,169,Completed,AG0052,V00039,18.113619,84.816324,0,0,0,1,8,1,payment_anomaly
MPLADS-W012496,MP0450,Andhra Pradesh,District 090,Constituency 450,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 450,1273381.8,1341343.13,1382777.31,2025-07-11,2025-10-20,2026-01-03,143,128,In Progress,AG0083,V00039,17.987862,84.81422,0,1,1,4,6,1,duplicate_work
MPLADS-W012497,MP0450,Andhra Pradesh,District 090,Constituency 450,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 450,1639790.11,1886374.79,2243649.73,2024-08-18,2024-10-17,2024-11-23,215,295,Completed,AG0052,V00059,17.98157,84.903875,1,1,1,2,6,1,vendor_anomaly
MPLADS-W012498,MP0450,Andhra Pradesh,District 090,Constituency 450,Road,Bridge Approach,Bridge Approach for public use in Constituency 450,1324584.95,1578774.84,1888707.71,2024-08-03,2024-09-28,2024-12-25,107,210,Completed,AG0025,V00059,17.946977,84.83129,0,1,0,2,7,1,vendor_anomaly
MPLADS-W012499,MP0450,Andhra Pradesh,District 090,Constituency 450,Electricity,Electrification,Electrification for public use in Constituency 450,1271874.68,1264337.26,1276132.31,2025-02-20,2025-08-05,2025-10-26,128,132,Sanctioned,AG0083,V00011,18.059928,84.753855,1,1,1,0,2,0,none
MPLADS-W012500,MP0450,Andhra Pradesh,District 090,Constituency 450,Electricity,Electrification,Electrification for public use in Constituency 450,637067.76,644584.44,538852.77,2024-05-17,2024-11-02,2025-01-26,92,319,Completed,AG0083,V00039,17.901565,84.788501,0,1,1,0,3,1,delay_anomaly
MPLADS-W012501,MP0450,Andhra Pradesh,District 090,Constituency 450,Road,Road Construction,Road Construction for public use in Constituency 450,712734.42,677692.76,622368.58,2024-11-06,2025-03-28,2025-06-24,258,571,Completed,AG0083,V00011,17.904456,85.024993,0,1,1,0,2,1,delay_anomaly
MPLADS-W012502,MP0450,Andhra Pradesh,District 090,Constituency 450,Sports,Open Gym,Open Gym for public use in Constituency 450,1059250.25,1032767.26,975452.99,2024-06-21,2024-10-16,2025-01-09,113,93,In Progress,AG0083,V00059,18.047538,84.859685,1,1,1,0,2,0,none
MPLADS-W012503,MP0450,Andhra Pradesh,District 090,Constituency 450,Community,Public Facility,Public Facility for public use in Constituency 450,623542.89,617634.16,627075.14,2025-08-06,2025-11-13,2026-01-31,109,157,Completed,AG0025,V00011,17.891943,84.738398,1,1,1,4,4,1,duplicate_work
MPLADS-W012504,MP0450,Andhra Pradesh,District 090,Constituency 450,Drainage,RCC Drain,RCC Drain for public use in Constituency 450,1776549.9,1834097.53,1525952.82,2025-06-24,2025-12-08,2026-01-13,179,356,Sanctioned,AG0052,V00039,18.148767,85.027804,1,1,1,0,3,1,delay_anomaly
MPLADS-W012505,MP0450,Andhra Pradesh,District 090,Constituency 450,Education,School Library,School Library for public use in Constituency 450,1535944.31,1895147.38,2279067.86,2024-04-24,2024-09-11,2024-12-08,127,285,Completed,AG0083,V00039,18.033209,84.807696,1,1,1,2,9,1,vendor_anomaly
MPLADS-W012506,MP0450,Andhra Pradesh,District 090,Constituency 450,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 450,1337747.82,1289845.38,935567.87,2024-10-19,2025-03-06,2025-06-24,198,416,In Progress,AG0083,V00039,17.940469,84.811571,0,0,1,0,3,1,delay_anomaly
MPLADS-W012507,MP0450,Andhra Pradesh,District 090,Constituency 450,Community,Public Facility,Public Facility for public use in Constituency 450,1639357.18,1619633.8,1552521.92,2025-08-05,2025-11-28,2026-03-03,96,102,Completed,AG0025,V00059,17.979661,84.941205,1,1,1,5,5,1,duplicate_work
MPLADS-W012508,MP0450,Andhra Pradesh,District 090,Constituency 450,Electricity,Street Lighting,Street Lighting for public use in Constituency 450,1879341.82,1908285.45,1829381.13,2024-10-21,2024-12-27,2025-02-16,129,145,Completed,AG0083,V00011,18.09874,84.919139,0,1,1,4,5,1,duplicate_work
MPLADS-W012509,MP0450,Andhra Pradesh,District 090,Constituency 450,Electricity,Electrification,Electrification for public use in Constituency 450,1708484.29,1904185.6,2097352.88,2024-05-11,2024-08-19,2024-09-14,201,281,In Progress,AG0083,V00011,18.122916,84.984282,1,1,1,1,7,1,vendor_anomaly
MPLADS-W012510,MP0450,Andhra Pradesh,District 090,Constituency 450,Road,Road Repair,Road Repair for public use in Constituency 450,1194392.55,1229508.2,1230119.8,2024-04-05,2024-09-02,2024-11-13,96,85,In Progress,AG0025,V00011,18.095236,84.800322,1,1,1,0,2,0,none
MPLADS-W012511,MP0450,Andhra Pradesh,District 090,Constituency 450,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 450,954541.32,1524585.45,2144317.65,2024-04-27,2024-09-04,2024-10-15,192,203,Completed,AG0025,V00039,18.087582,84.787261,1,1,0,1,3,1,cost_anomaly
MPLADS-W012512,MP0450,Andhra Pradesh,District 090,Constituency 450,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 450,1816113.61,1955705.26,1407399.97,2025-04-27,2025-10-20,2025-11-22,122,368,Completed,AG0052,V00039,18.118768,84.957071,0,1,1,0,2,1,delay_anomaly
MPLADS-W012513,MP0450,Andhra Pradesh,District 090,Constituency 450,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 450,854164.9,923558.88,910298.7,2025-06-01,2025-08-03,2025-10-14,153,242,Completed,AG0025,V00039,17.864975,84.822674,0,0,0,2,7,1,ghost_asset
